Name,Smile,AKTIP,BCL_XL,BCL_XL_SS,ENE_A9,EWSR1,FGFR,Glutamine_RS,HBV,HIV_SL3,KLF6_mut,KLF6_wt,MALAT1,NRAS,PreQ1,Pre_miR_17,Pre_miR_21,Pre_miR_31,Pro_mut,Pro_wt,RRE2B_MeA,RRE2B,SAM_ll,TPP,TERRA,ZTP,Zika3PrimeUTR,Zika_NS5
296934,O=C(N(CC1OC1)C(N1CC2OC2)=O)N(CC2OC2)C1=O,1,0,0.0,1.0,1,1,,1,0,1,1,1,,0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0,,0.0,1.0,1
2996-0044,CC1(C)C(N(CC(CN(c2ccccc2)c2ccccc2)O)C(N1)=O)=O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
299968,CCOC(/C(/C1=CSC2=NNC(C)(C)N12)=N\O)=O,0,0,0.0,1.0,1,1,,1,0,1,1,1,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,1.0,1
3001,CC1CC(CC(O)=O)(CC(O)=O)CCC1,0,0,0.0,1.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0
3031-1241,CCOC(c1ccc(cc1)Nc1c(nc2c(n1)non2)N1CCC(CC1)Cc1ccccc1)=O,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
304902,Cc1cc2c(C)c(C)cc(N)c2nc1,0,0,0.0,0.0,1,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0
3076-0323,Cc1ccc(cc1)N1C(CC(C1=O)NCCc1ccc(cc1)OC)=O,1,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
308835,Cc(cc(cc1)-c(cc2)cc(C)c2N(C(CC23CCCC3)=O)C2=O)c1N(C(CC12CCCC2)=O)C1=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,,0.0,0.0,0
309401,Nc1ccc(Cn(ccc2c34)c2ccc4nc(N)nc3N)cc1.Cl,0,0,0.0,0.0,1,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1,,0.0,0.0,0
31003354,Cc1ccc(cc1c1cccc(CCN)c1)F,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1,0.0,0.0,0.0,0
31022825,C1CN(CC1Cc1ccc(CO)cc1)C(Cc1cn2ccsc2n1)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
31033192,Cc1c(COC)c(C(NCc2ccc(CN)cc2)=O)no1,0,0,0.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
310354,CCc(cc(C(C)(C)CCC1(C)C)c1c1)c1-c1csc(C/C(/N)=N/O)n1,0,0,0.0,0.0,0,0,,0,1,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,,0.0,0.0,0
31093015,C1COC2(CCOCC2)CC1NCc1nc(c2cnccn2)n[nH]1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
31242301,C(c1ccc(cc1)c1nc(c2ccc(c(c2)F)F)nn1CCO)N,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1,0.0,0.0,0.0,0
31256092,CC(C)Oc1cc(nc(N)n1)N1CCCN(CC1)c1ccncc1C,0,0,0.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
31279636,Cc1cccc(c1)Nc1nc(CN2CCCC2c2ccc(cc2)F)nc(N)n1,0,0,,,0,0,,0,0,0,0,0,0.0,0,,,,,,0,1,0.0,0,0.0,,,0
3132-0191,C(C1C(c2ccccc2[Cl])c2c(n[nH]c2c2ccccc2)OC=1N)#N,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3132-0534,COCCOC(C1C(C2=C(CCCC2=O)OC=1N)c1cccnc1)=O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0
3132-1032,COCCOC(C1C(C2=C(c3ccccc3OC2=O)OC=1N)c1ccncc1)=O,1,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3132-1299,CC1=CC2=C(C(=O)O1)C1(C(C#N)=C(N)O2)C(Nc2ccc(cc12)[Br])=O,0,0,0.0,0.0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
31455775,Cc1nc(CCN)cc(n1)N1CCN(CC1)c1ccc(C#N)cn1,1,0,0.0,0.0,1,0,,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,1.0,0.0,1.0,0
31495708,Cc1c2c(NCc3nc(N)[nH]n3)nc(C)nc2on1,0,0,0.0,0.0,1,0,,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
31575004,C1CCc2c(C1)nc(C(N1[C@H]3CC[C@@H]1CCNC3)=O)s2,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3167-0427,C(c1ccc(cc1)[Br])Sc1nc2ccc(cc2s1)N,0,0,0.0,0.0,0,0,1.0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3167-0429,C(c1ccc(cc1)F)Sc1nc2ccc(cc2s1)N,0,0,0.0,0.0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0
3167-0436,C(c1ccccc1[Cl])Sc1nc2ccc(cc2s1)N,0,0,0.0,0.0,0,0,1.0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0
3167-0470,C(C(c1ccccc1)=O)Sc1nc2ccc(cc2s1)N,0,0,0.0,0.0,0,0,1.0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0
3169-1196,Cc1ccc(CNCCc2ccc(c(c2)OC)OC)c(C)c1,0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3169-1283,COc1ccc(CCNCc2cccc(c2)C(F)(F)F)cc1,1,0,0.0,0.0,1,0,0.0,0,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3169-1371,C(CNCc1ccc2c(c1)OCO2)c1ccc(cc1)F,1,0,0.0,0.0,1,0,0.0,0,0,0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
31699168,Cc1c[nH]c(CN(C)C(c2cccc(c2)C2CCCNC2)=O)n1,0,0,0.0,0.0,0,1,,0,0,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0
317003,Cc(c(Sc(cc1)c2cc1O)c1C2=O)ccc1NCCN(C)C.I,0,0,1.0,0.0,1,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0
31727519,C1CN(CC1CN)Cc1ccc(c2ccccc2C#N)o1,1,0,1.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
31743195,C1CC(CN(C1)C1CCN(CC1)Cc1cccc(CN2CCOCC2)c1)O,0,0,0.0,1.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3175-0679,Cc1nnc2c(Nc3ccc(cc3)[Cl])nc3c(non3)n12,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0
31750799,Cc1c(c2c(c3ccccc3)ncn2CCCN(CCO)CCO)[nH]cn1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,0.0,0.0,0.0,0
317605,CCN(CC)Cc(c(OC)c1)cc2c1c1cnc(cc(cc3)Cl)c3c1[nH]2,1,0,0.0,0.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0
31761532,CCC1CN(CCN1)C(c1coc(CN2CCN(CC2)c2ncccn2)n1)=O,0,0,,,0,0,,0,0,0,0,0,0.0,0,,,,,,0,0,0.0,1,0.0,,,0
31764292,CN(C)CCNc1cc(c2ccccc2CO)c2cc[nH]c2n1,0,0,,,0,0,,0,0,0,0,0,0.0,1,,,,,,0,0,0.0,0,0.0,,,0
31773556,Cc1c(cccc1NC(NCCNc1cccnc1)=O)C(NC(C)(C)C)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
31828522,C(CNC1NC(C2CCNCC=2N=1)=O)C(c1ccc(cc1)F)c1ccco1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0
3184-2726,CC(c1cccc(c1)Nc1c(NS(c2ccc(cc2)[Cl])(=O)=O)nc2ccccc2n1)=O,0,0,0.0,1.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
31852539,C(Cc1nc(c2ccccc2)no1)C(N[C@H]1Cc2ccccc2[C@@H]1N)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0.0,0.0,0.0,0
31891223,C1CCCN(CCC1)CC(N1C[C@H](c2ccccc2)[C@H](C1)N)=O,0,0,1.0,0.0,0,0,,0,0,0,0,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0,1.0,0.0,1.0,1
31916172,CNCC(N1CCn2c(C1)cc(CN1CCN(CC1)c1ncccn1)n2)=O,0,0,,,1,0,,0,0,0,0,0,0.0,0,,,,,,0,0,0.0,0,0.0,,,0
31917501,C1CNCc2cc(CC3Cc4ccccc4OC3)ccc12,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1,0.0,0.0,0.0,0
319424,O=C(c(c(F)ccc1)c1F)Nc1nnc(C(F)(F)F)s1,0,0,0.0,1.0,0,1,,0,0,0,0,1,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,1.0,0
319435,Cc1cccc(NC(SC(c(cc2)cc(OC)c2O)NC2=O)=C2C#N)c1,1,0,0.0,0.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0
3202-0205,[H]Nc1nnc(C(CC)c2ccccc2)s1,1,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
32030907,COc1ccc(CN2CC[C@@H]3[C@@H](CCC(N3CCN)=O)C2)cc1CC=C,0,0,1.0,0.0,0,0,,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
3209-0804,CC(c1ccc(cc1)NC(c1cnn2c1N[C@H](C[C@H]2C(F)(F)F)c1cccs1)=O)O,0,0,0.0,0.0,0,0,0.0,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3209-1131,CC(c1ccc(cc1)NC(c1c(c2NC(CC(C(F)(F)F)n2n1)c1ccc(cc1)OC)[Cl])=O)O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3209-1352,CC(c1cccc(c1)NC(c1cc2NC(CC(C(F)(F)F)n2n1)c1ccc(C)cc1)=O)O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
32090306,COc1c(cnc(n1)OC)c1cc2CC(CN)Oc2c(c1)[Cl],0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0
32148102,C1CN(CCN(C1)c1nccc(N)n1)Cc1ccccc1F,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,1.0,0
321506,Sc1nccn1-c(c(Cl)ccc1)c1Cl,0,0,0.0,0.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,1.0,0
3228-0090,Cc1ccc(cc1)n1cnc(c1C(c1ccc(cc1)[Br])=O)N,0,0,0.0,0.0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3230-0825,C(CNc1c2c(csc2ncn1)c1ccc(cc1)F)c1cccs1,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
32350946,CN(C)c1c2CCN(Cc2nc(c2cccnc2)n1)C(C1(CCC1)N)=O,0,0,,,0,0,,0,0,0,0,0,0.0,0,,,,,,0,0,0.0,0,0.0,,,1
32364121,C(CNC1CCN(CC1)c1nnc(c2ccccc2)s1)Cn1ccnn1,0,0,0.0,0.0,0,0,,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0
32365391,Cc1nc2c(cccc2[nH]1)C(N1CCCC2(CCNC2)C1)=O,0,0,,,0,0,,0,1,0,0,0,0.0,0,,,,,,0,0,0.0,0,0.0,,,0
3238-0121,CN(C)CCNc1nc2c(C(N(C)C(N2C)=O)=O)n1Cc1ccccc1[Cl],1,0,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
32552149,CC(Cc1ccsc1)NC(c1cccc(c1C)NCc1ccccn1)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0
32552243,COCc1nc(CCNC(CCc2cc3CNCCn3n2)=O)on1,1,1,,,0,1,,0,0,0,1,1,0.0,0,,,,,,0,0,0.0,0,1.0,,,1
3257-1030,CNc1ccccc1C(=O)OCC(c1ccccc1)=O,0,0,0.0,0.0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3257-3204,C(C(c1ccc(cc1)[Br])=O)OC(c1c(N)non1)=O,0,0,0.0,0.0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3260-0393,C1CCN(CC1)CCN1C(=N)N(CCO)c2ccccc12,0,1,0.0,0.0,1,1,0.0,0,0,0,0,1,1.0,0,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0
3261-0434,CC1CCc2c(C(Nc3ccc(cc3)[Cl])=O)c(N)sc2C1,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3261-0729,Cc1ccccc1NC(c1c2CCCCCc2sc1N)=O,0,0,1.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3261-0869,Cc1ccc(c(C)c1)NC(c1c2CCCc2sc1N)=O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
326182,Cc(cc1)cc(C)c1Nc1nnc(-c(cc2)cc3c2OCO3)o1,0,0,0.0,0.0,0,1,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0
32629911,C1CN(CCC1NCc1nc(N)[nH]n1)c1nc2ccc(cc2s1)[Cl],0,0,,,0,0,,0,0,0,0,0,0.0,0,,,,,,0,0,1.0,0,0.0,,,0
326921,C(/C=C/CSc1ncccc1)Sc1ncccc1,0,0,0.0,0.0,1,0,,0,0,0,0,0,,0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0
32699168,CN1C(CCC(C(N2CCC(Cc3cccc(CO)c3)C2)=O)=N1)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
327693,NNC(CNC(Nc1nnc(S)s1)=O)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,,0.0,0.0,0
32773903,Cc1ccc2cc(ccc2n1)C1(CCN(CC1)C([C@H](Cc1c[nH]cn1)N)=O)O,0,0,,,1,0,,0,0,0,0,0,0.0,0,,,,,,0,0,0.0,0,0.0,,,0
32780540,CCc1cnc(C)nc1N1CCC(CC1)NC1CCc2ccccc2C1,0,0,,,0,0,,0,0,0,0,0,0.0,0,,,,,,1,1,0.0,0,0.0,,,0
32807865,Cc1nc(CN)cc(n1)N1CCC(CC1)C(c1nccn1C)O,0,0,,,0,0,,0,0,0,0,0,0.0,0,,,,,,0,0,0.0,0,0.0,,,1
32832871,C(CC(N1CCOC(CN)C1)=O)CN1Cc2ccccc2C1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0
328403,CC(N[C@@H](CCc(c(C1=CC=C2OC)c3OC)c(C=O)c(OC)c3OC)C1=CC2=O)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,1.0,0.0,0
32845432,Cc1c(CNC(CCc2ccsc2)=O)c2CCNCc2cn1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
32885020,C1CC(C(CC(N2CC(c3ccccc3C2)O)=O)=C1c1ccccc1)=O,0,0,,,0,0,,0,0,0,0,0,0.0,0,,,,,,0,0,1.0,0,0.0,,,0
3289-6683,c1ccc(cc1)C(c1ccc2c(c1)nc(c1cccc(c1)N)[nH]2)=O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0
32890291,C1CC1C(N1C[C@H]2CN(Cc3ccc(C#CCO)cc3)C[C@]2(C1)C(O)=O)=O,0,0,0.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
32894310,C1CC1[C@H]1CN(C[C@@H]1N)C(c1ccc2c(cccn2)c1)=O,0,0,,,0,0,,0,0,0,0,0,0.0,0,,,,,,0,1,0.0,0,0.0,,,0
32903475,Cc1cc(CNc2ccc3c(c2)ncs3)n[nH]1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
329052,CN(C(NC1CCCCC1)=O)NC(C(NCc1ccco1)=O)=O,0,0,0.0,0.0,0,0,,0,0,1,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0
3295-0018,CC1=CC2C(CC1N)C2(C)C,0,1,0.0,0.0,0,0,0.0,1,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
33010,CC(C)c(cc1)ccc1-c1nc(cccc2)c2s1,0,0,0.0,0.0,0,0,,0,1,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0
33060622,C(CCNC(CSc1nnc(N)s1)=O)Cc1ccccn1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0
33077503,CCc1c(c2nc(CC(N)=O)nn2c2ccc3CCCc3c2)sc(N)n1,0,0,0.0,0.0,0,1,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
33118185,C1CN(CCC1n1cc(c2cccnc2)nn1)c1c2c(nc(N)n1)[nH]cn2,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,0.0,0.0,0.0,0
331208,Nc1n[nH]c(Nc2ccccc2)n1,0,0,0.0,0.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,,0.0,0.0,0
33173,COc(cc12)ccc2nc(cc(cc2)Cl)c2c1C#N,0,0,0.0,0.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,0,,0.0,0.0,0
33182,O=C(NC(N1c2ccccc2)=C2NC1=S)NC2=S,1,0,0.0,0.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,0.0,0.0,0
331968,Clc(ccc(-c1c(Cc2c-3cccc2)c3n[nH]1)c1)c1Cl,0,0,0.0,0.0,0,0,,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,,0.0,0.0,0
33199582,C1[C@@H](C2(CCN(CC2)Cc2ccc3c(c2)nsn3)[C@@H]1O)OCCN,0,0,,,1,0,,0,0,0,0,0,0.0,0,,,,,,0,0,0.0,0,0.0,,,0
33208201,C1CCCN(CC1)C[C@@H]1CN(C[C@@H]1CO)C(C1=CN=C2C=CC=CN2C1=O)=O,0,0,,,1,0,,0,0,0,0,0,0.0,0,,,,,,0,0,0.0,0,0.0,,,0
33240961,C1Cc2cc(Cn3cc(c4ccc(C#CCO)s4)nn3)ccc2OC1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
33248227,CC1(CCNCC1)C(N1CCCC(C1)C(CCc1ccccc1)=O)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
33269848,C1CC(CCN(C1)C(CCc1ccc(c2ccc(cc2)[Cl])[nH]1)=O)(CO)O,0,0,,,0,0,,0,0,0,0,0,0.0,0,,,,,,0,0,1.0,0,0.0,,,0
3329-2956,CC(=C)Cn1c2C(NC(N(C)c2nc1NCCO)=O)=O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0
3331-3338,C(c1c(N)nc2c3c(cc(c4ccccc4)nc13)c1ccccc1o2)#N,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
33313650,CC(C)c1nc(CCNC(c2ccccc2C2CCNC2)=O)on1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
33322598,CCc1c(C)c(NCC(CN(C)C)O)nc(N)n1,0,0,0.0,1.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
33326934,C(Cc1nc(c2ccco2)nn1CCO)c1ccc2c(c1)OCO2,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
3334-5625,C=CCN1C(=Nc2c(C1=O)c1CCCCc1s2)SCC(NCCCO)=O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0
33356104,C1CN(CCN1)Cc1ccc(cc1)c1cccc(CN2CCOCC2)c1,0,0,0.0,0.0,1,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0
33419523,CC(Cn1cncn1)NCC1(CCCCC1)N1CCCCC1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.0,0.0,0.0,0
3343-3198,CC1CCCCN1CC(COc1ccc(cc1)C(C)(C)C)O,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0
33439679,CCn1c(N)nc2cc(cnc12)C(NCCCc1c(C)ncs1)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0
33446163,Cc1ccc(cc1)c1cc(C(N[C@@H]2CNC[C@H]2O)=O)c2ccccc2n1,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0,0.0,1.0,0.0,0
3346-2730,CN1C(c2c(nc(NCCN)n2Cc2ccc(cc2)F)N(C)C1=O)=O,1,0,0.0,0.0,0,1,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,0
33481810,Cc1ccc(cc1)[C@H]1CN(C(c2cc(N)[nH]n2)=O)[C@@H]2C3CCN(CC3)[C@H]12,0,0,,,1,0,,0,0,0,0,0,0.0,0,,,,,,0,0,0.0,0,0.0,,,0
33552957,C1CNCCC12CCN(C2)C(Nc1cccc2ccccc12)=O,0,0,0.0,0.0,0,0,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,1.0,0.0,0
33557632,COc1ccc2cc(ccc2c1)c1ccccc1CN,0,0,,,0,0,,0,0,0,0,0,0.0,1,,,,,,0,0,1.0,0,0.0,,,0
