,rna,mol,label
10098,9,425,0
10099,10,425,0
10100,11,425,0
10101,12,425,0.0
10102,13,425,0
10103,14,425,1.0
10104,15,425,1.0
10105,16,425,0.0
10106,17,425,0.0
10107,18,425,0.0
10108,19,425,0
10109,20,425,0.0
10110,21,425,0
10111,22,425,0.0
10112,23,425,0.0
10113,24,425,0.0
10114,25,425,0
10115,0,426,0
10116,1,426,0
10117,2,426,0.0
10118,3,426,0.0
10119,4,426,0
10120,5,426,0
10121,6,426,0.0
10122,7,426,0
10123,8,426,0
10124,9,426,0
10125,10,426,0
10126,11,426,1
10127,12,426,0.0
10128,13,426,0
10129,14,426,0.0
10130,15,426,0.0
10131,16,426,0.0
10132,17,426,0.0
10133,18,426,0.0
10134,19,426,0
10135,20,426,0.0
10136,21,426,0
10137,22,426,0.0
10138,23,426,0.0
10139,24,426,0.0
10140,25,426,0
10141,0,427,0
10142,1,427,0
10143,2,427,0.0
10144,3,427,0.0
10145,4,427,0
10146,5,427,0
10147,6,427,0.0
10148,7,427,0
10149,8,427,0
10150,9,427,0
10151,10,427,0
10152,11,427,1
10153,12,427,0.0
10154,13,427,0
10155,14,427,0.0
10156,15,427,0.0
10157,16,427,0.0
10158,17,427,0.0
10159,18,427,0.0
10160,19,427,0
10161,20,427,0.0
10162,21,427,0
10163,22,427,0.0
10164,23,427,0.0
10165,24,427,0.0
10166,25,427,0
10167,0,428,0
10168,1,428,0
10169,2,428,0.0
10170,3,428,0.0
10171,4,428,0
10172,5,428,0
10173,6,428,0.0
10174,7,428,0
10175,8,428,0
10176,9,428,0
10177,10,428,0
10178,11,428,1
10179,12,428,0.0
10180,13,428,0
10181,14,428,0.0
10182,15,428,0.0
10183,16,428,0.0
10184,17,428,0.0
10185,18,428,0.0
10186,19,428,0
10187,20,428,0.0
10188,21,428,0
10189,22,428,0.0
10190,23,428,0.0
10191,24,428,0.0
10192,25,428,0
10193,0,429,0
10194,1,429,0
10195,2,429,0.0
10196,3,429,0.0
10197,4,429,0
10198,5,429,1
10199,6,429,0.0
10200,7,429,0
10201,8,429,0
10202,9,429,0
10203,10,429,0
10204,11,429,1
10205,12,429,0.0
10206,13,429,0
10207,14,429,0.0
10208,15,429,0.0
10209,16,429,0.0
10210,17,429,0.0
10211,18,429,0.0
10212,19,429,0
10213,20,429,0.0
10214,21,429,0
10215,22,429,1.0
10216,23,429,0.0
10217,24,429,0.0
10218,25,429,0
10219,0,430,0
10220,1,430,1
10221,2,430,1.0
10222,3,430,0.0
10223,4,430,1
10224,5,430,1
10225,6,430,0.0
10226,7,430,0
10227,8,430,0
10228,9,430,0
10229,10,430,0
10230,11,430,1
10231,12,430,0.0
10232,13,430,0
10233,14,430,0.0
10234,15,430,0.0
10235,16,430,0.0
10236,17,430,0.0
10237,18,430,0.0
10238,19,430,0
10239,20,430,0.0
10240,21,430,0
10241,22,430,0.0
10242,23,430,0.0
10243,24,430,1.0
10244,25,430,1
10245,0,431,0
10246,1,431,0
10247,2,431,0.0
10248,3,431,0.0
10249,4,431,0
10250,5,431,1
10251,6,431,0.0
10252,7,431,0
10253,8,431,0
10254,9,431,0
10255,10,431,0
10256,11,431,0
10257,12,431,0.0
10258,13,431,0
10259,14,431,0.0
10260,15,431,0.0
10261,16,431,0.0
10262,17,431,0.0
10263,18,431,0.0
10264,19,431,0
10265,20,431,0.0
10266,21,431,0
10267,22,431,0.0
10268,23,431,0.0
10269,24,431,0.0
10270,25,431,0
10271,0,432,0
10272,1,432,0
10273,2,432,0.0
10274,3,432,0.0
10275,4,432,0
10276,5,432,0
10277,6,432,0.0
10278,7,432,0
10279,8,432,0
10280,9,432,0
10281,10,432,0
10282,11,432,1
10283,12,432,0.0
10284,13,432,0
10285,14,432,0.0
10286,15,432,0.0
10287,16,432,0.0
10288,17,432,0.0
10289,18,432,0.0
10290,19,432,0
10291,20,432,0.0
10292,21,432,0
10293,22,432,0.0
10294,23,432,0.0
10295,24,432,0.0
10296,25,432,0
10297,0,433,0
10298,1,433,0
10299,2,433,0.0
10300,3,433,0.0
10301,4,433,0
10302,5,433,0
10303,6,433,0.0
10304,7,433,0
10305,8,433,0
10306,9,433,0
10307,10,433,0
10308,11,433,0
10309,12,433,1.0
10310,13,433,0
10311,14,433,0.0
10312,15,433,0.0
10313,16,433,0.0
10314,17,433,0.0
10315,18,433,0.0
10316,19,433,0
10317,20,433,0.0
10318,21,433,1
10319,22,433,0.0
10320,23,433,0.0
10321,24,433,0.0
10322,25,433,0
10323,0,434,0
10324,1,434,0
10325,2,434,0.0
10326,3,434,0.0
10327,4,434,0
10328,5,434,0
10329,6,434,0.0
10330,7,434,0
10331,8,434,0
10332,9,434,0
10333,10,434,0
10334,11,434,0
10335,12,434,0.0
10336,13,434,0
10337,14,434,0.0
10338,15,434,1.0
10339,16,434,0.0
10340,17,434,0.0
10341,18,434,1.0
10342,19,434,0
10343,20,434,0.0
10344,21,434,0
10345,22,434,0.0
10346,23,434,0.0
10347,24,434,0.0
10348,25,434,0
10349,0,435,1
10350,1,435,0
10351,2,435,0.0
10352,3,435,1.0
10353,4,435,1
10354,5,435,1
10355,7,435,1
10356,8,435,0
10357,9,435,1
10358,10,435,1
10359,11,435,1
10360,13,435,0
10361,14,435,1.0
10362,15,435,0.0
10363,16,435,1.0
10364,17,435,0.0
10365,18,435,0.0
10366,19,435,0
10367,20,435,0.0
10368,21,435,0
10369,23,435,0.0
10370,24,435,1.0
10371,25,435,1
10372,0,436,0
10373,1,436,0
10374,2,436,0.0
10375,3,436,0.0
10376,4,436,0
10377,5,436,0
10378,6,436,0.0
10379,7,436,0
10380,8,436,0
10381,9,436,0
10382,10,436,0
10383,11,436,0
10384,12,436,0.0
10385,13,436,0
10386,14,436,0.0
10387,15,436,0.0
10388,16,436,1.0
10389,17,436,0.0
10390,18,436,0.0
10391,19,436,0
10392,20,436,0.0
10393,21,436,0
10394,22,436,0.0
10395,23,436,0.0
10396,24,436,0.0
10397,25,436,0
10398,0,437,0
10399,1,437,0
10400,2,437,0.0
10401,3,437,1.0
10402,4,437,1
10403,5,437,1
10404,7,437,1
10405,8,437,0
10406,9,437,1
10407,10,437,1
10408,11,437,1
10409,13,437,0
10410,14,437,0.0
10411,15,437,0.0
10412,16,437,0.0
10413,17,437,0.0
10414,18,437,0.0
10415,19,437,0
10416,20,437,0.0
10417,21,437,0
10418,23,437,0.0
10419,24,437,1.0
10420,25,437,1
10421,0,438,0
10422,1,438,0
10423,2,438,0.0
10424,3,438,1.0
10425,4,438,0
10426,5,438,0
10427,7,438,0
10428,8,438,0
10429,9,438,0
10430,10,438,0
10431,11,438,0
10432,13,438,0
10433,14,438,0.0
10434,15,438,0.0
10435,16,438,0.0
10436,17,438,0.0
10437,18,438,0.0
10438,19,438,0
10439,20,438,0.0
10440,21,438,0
10441,23,438,0.0
10442,24,438,0.0
10443,25,438,0
10444,0,439,0
10445,1,439,1
10446,2,439,0.0
10447,3,439,0.0
10448,4,439,0
10449,5,439,0
10450,6,439,0.0
10451,7,439,0
10452,8,439,0
10453,9,439,0
10454,10,439,0
10455,11,439,0
10456,12,439,0.0
10457,13,439,0
10458,14,439,0.0
10459,15,439,0.0
10460,16,439,0.0
10461,17,439,0.0
10462,18,439,0.0
10463,19,439,0
10464,20,439,0.0
10465,21,439,0
10466,22,439,0.0
10467,23,439,0.0
10468,24,439,0.0
10469,25,439,0
10470,0,440,0
10471,1,440,0
10472,2,440,0.0
10473,3,440,0.0
10474,4,440,1
10475,5,440,0
10476,7,440,0
10477,8,440,0
10478,9,440,0
10479,10,440,0
10480,11,440,0
10481,13,440,0
10482,14,440,0.0
10483,15,440,0.0
10484,16,440,0.0
10485,17,440,0.0
10486,18,440,0.0
10487,19,440,0
10488,20,440,0.0
10489,21,440,0
10490,23,440,0.0
10491,24,440,0.0
10492,25,440,0
10493,0,441,1
10494,1,441,0
10495,2,441,0.0
10496,3,441,0.0
10497,4,441,0
10498,5,441,0
10499,6,441,0.0
10500,7,441,0
10501,8,441,0
10502,9,441,0
10503,10,441,0
10504,11,441,0
10505,12,441,0.0
10506,13,441,0
10507,14,441,0.0
10508,15,441,0.0
10509,16,441,0.0
10510,17,441,0.0
10511,18,441,0.0
10512,19,441,0
10513,20,441,0.0
10514,21,441,0
10515,22,441,0.0
10516,23,441,0.0
10517,24,441,0.0
10518,25,441,0
10519,0,442,0
10520,1,442,0
10521,2,442,0.0
10522,3,442,0.0
10523,4,442,1
10524,5,442,0
10525,7,442,0
10526,8,442,0
10527,9,442,0
10528,10,442,0
10529,11,442,0
10530,13,442,0
10531,14,442,0.0
10532,15,442,0.0
10533,16,442,0.0
10534,17,442,0.0
10535,18,442,0.0
10536,19,442,0
10537,20,442,1.0
10538,21,442,1
10539,23,442,0.0
10540,24,442,0.0
10541,25,442,0
10542,0,443,0
10543,1,443,0
10544,2,443,0.0
10545,3,443,0.0
10546,4,443,0
10547,5,443,0
10548,7,443,0
10549,8,443,0
10550,9,443,0
10551,10,443,0
10552,11,443,0
10553,12,443,0.0
10554,13,443,1
10555,14,443,0.0
10556,15,443,0.0
10557,16,443,0.0
10558,17,443,0.0
10559,18,443,0.0
10560,19,443,0
10561,20,443,0.0
10562,21,443,1
10563,22,443,0.0
10564,23,443,0.0
10565,24,443,0.0
10566,25,443,0
10567,0,444,0
10568,1,444,0
10569,2,444,0.0
10570,3,444,0.0
10571,4,444,0
10572,5,444,0
10573,7,444,0
10574,8,444,0
10575,9,444,0
10576,10,444,0
10577,11,444,0
10578,12,444,0.0
10579,13,444,0
10580,14,444,0.0
10581,15,444,1.0
10582,16,444,0.0
10583,17,444,0.0
10584,18,444,0.0
10585,19,444,0
10586,20,444,0.0
10587,21,444,0
10588,22,444,0.0
10589,23,444,0.0
10590,24,444,0.0
10591,25,444,0
10592,0,445,0
10593,1,445,0
10594,2,445,0.0
10595,3,445,0.0
10596,4,445,1
10597,5,445,0
10598,7,445,0
10599,8,445,0
10600,9,445,0
10601,10,445,0
10602,11,445,0
10603,12,445,0.0
10604,13,445,0
10605,14,445,0.0
10606,15,445,0.0
10607,16,445,0.0
10608,17,445,0.0
10609,18,445,0.0
10610,19,445,0
10611,20,445,0.0
10612,21,445,0
10613,22,445,0.0
10614,23,445,0.0
10615,24,445,0.0
10616,25,445,0
10617,0,446,0
10618,1,446,0
10619,2,446,0.0
10620,3,446,0.0
10621,4,446,0
10622,5,446,0
10623,7,446,0
10624,8,446,1
10625,9,446,0
10626,10,446,0
10627,11,446,0
10628,13,446,0
10629,14,446,0.0
10630,15,446,0.0
10631,16,446,0.0
10632,17,446,0.0
10633,18,446,0.0
10634,19,446,0
10635,20,446,0.0
10636,21,446,1
10637,23,446,0.0
10638,24,446,0.0
10639,25,446,0
10640,0,447,0
10641,1,447,0
10642,2,447,0.0
10643,3,447,0.0
10644,4,447,0
10645,5,447,0
10646,7,447,0
10647,8,447,0
10648,9,447,0
10649,10,447,0
10650,11,447,0
10651,12,447,0.0
10652,13,447,0
10653,14,447,1.0
10654,15,447,1.0
10655,16,447,1.0
10656,17,447,0.0
10657,18,447,0.0
10658,19,447,0
10659,20,447,0.0
10660,21,447,0
10661,22,447,0.0
10662,23,447,0.0
10663,24,447,0.0
10664,25,447,0
10665,0,448,0
10666,1,448,0
10667,2,448,0.0
10668,3,448,0.0
10669,4,448,0
10670,5,448,0
10671,7,448,0
10672,8,448,0
10673,9,448,0
10674,10,448,0
10675,11,448,0
10676,12,448,0.0
10677,13,448,1
10678,14,448,0.0
10679,15,448,0.0
10680,16,448,0.0
10681,17,448,0.0
10682,18,448,0.0
10683,19,448,1
10684,20,448,1.0
10685,21,448,1
10686,22,448,0.0
10687,23,448,0.0
10688,24,448,0.0
10689,25,448,0
10690,0,449,0
10691,1,449,0
10692,2,449,0.0
10693,3,449,0.0
10694,4,449,1
10695,5,449,0
10696,7,449,0
10697,8,449,0
10698,9,449,0
10699,10,449,0
10700,11,449,0
10701,12,449,0.0
10702,13,449,0
10703,14,449,0.0
10704,15,449,0.0
10705,16,449,0.0
10706,17,449,0.0
10707,18,449,0.0
10708,19,449,0
10709,20,449,0.0
10710,21,449,0
10711,22,449,0.0
10712,23,449,0.0
10713,24,449,0.0
10714,25,449,0
10715,0,450,0
10716,1,450,0
10717,4,450,0
10718,5,450,0
10719,7,450,0
10720,8,450,0
10721,9,450,0
10722,10,450,0
10723,11,450,0
10724,12,450,0.0
10725,13,450,0
10726,19,450,1
10727,20,450,0.0
10728,21,450,0
10729,22,450,0.0
10730,25,450,0
10731,0,451,0
10732,1,451,0
10733,2,451,0.0
10734,3,451,0.0
10735,4,451,0
10736,5,451,0
10737,6,451,0.0
10738,7,451,0
10739,8,451,0
10740,9,451,0
10741,10,451,0
10742,11,451,0
10743,12,451,0.0
10744,13,451,0
10745,14,451,0.0
10746,15,451,1.0
10747,16,451,1.0
10748,17,451,0.0
10749,18,451,0.0
10750,19,451,0
10751,20,451,0.0
10752,21,451,0
10753,22,451,0.0
10754,23,451,0.0
10755,24,451,0.0
10756,25,451,0
10757,0,452,0
10758,1,452,0
10759,2,452,0.0
10760,3,452,0.0
10761,4,452,0
10762,5,452,0
10763,6,452,0.0
10764,7,452,0
10765,8,452,0
10766,9,452,0
10767,10,452,0
10768,11,452,0
10769,12,452,0.0
10770,13,452,0
10771,14,452,0.0
10772,15,452,0.0
10773,16,452,0.0
10774,17,452,0.0
10775,18,452,0.0
10776,19,452,1
10777,20,452,0.0
10778,21,452,0
10779,22,452,0.0
10780,23,452,0.0
10781,24,452,0.0
10782,25,452,0
10783,0,453,1
10784,1,453,0
10785,2,453,0.0
10786,3,453,0.0
10787,4,453,0
10788,5,453,0
10789,6,453,0.0
10790,7,453,0
10791,8,453,0
10792,9,453,0
10793,10,453,0
10794,11,453,0
10795,12,453,0.0
10796,13,453,0
10797,14,453,0.0
10798,15,453,0.0
10799,16,453,0.0
10800,17,453,0.0
10801,18,453,0.0
10802,19,453,0
10803,20,453,0.0
10804,21,453,0
10805,22,453,0.0
10806,23,453,0.0
10807,24,453,0.0
10808,25,453,0
10809,0,454,0
10810,1,454,0
10811,2,454,0.0
10812,3,454,0.0
10813,4,454,0
10814,5,454,0
10815,6,454,0.0
10816,7,454,0
10817,8,454,1
10818,9,454,0
10819,10,454,0
10820,11,454,0
10821,12,454,0.0
10822,13,454,0
10823,14,454,0.0
10824,15,454,0.0
10825,16,454,0.0
10826,17,454,0.0
10827,18,454,0.0
10828,19,454,0
10829,20,454,0.0
10830,21,454,0
10831,22,454,0.0
10832,23,454,0.0
10833,24,454,0.0
10834,25,454,0
10835,0,455,1
10836,1,455,0
10837,2,455,0.0
10838,3,455,0.0
10839,4,455,1
10840,5,455,0
10841,7,455,0
10842,8,455,0
10843,9,455,0
10844,10,455,0
10845,11,455,0
10846,12,455,1.0
10847,13,455,0
10848,14,455,0.0
10849,15,455,0.0
10850,16,455,0.0
10851,17,455,0.0
10852,18,455,0.0
10853,19,455,1
10854,20,455,0.0
10855,21,455,0
10856,22,455,1.0
10857,23,455,0.0
10858,24,455,1.0
10859,25,455,0
10860,0,456,0
10861,1,456,0
10862,2,456,0.0
10863,3,456,0.0
10864,4,456,1
10865,5,456,0
10866,7,456,0
10867,8,456,0
10868,9,456,0
10869,10,456,0
10870,11,456,0
10871,12,456,0.0
10872,13,456,0
10873,14,456,1.0
10874,15,456,0.0
10875,16,456,0.0
10876,17,456,0.0
10877,18,456,0.0
10878,19,456,0
10879,20,456,0.0
10880,21,456,0
10881,22,456,0.0
10882,23,456,0.0
10883,24,456,0.0
10884,25,456,0
10885,0,457,0
10886,1,457,0
10887,2,457,0.0
10888,3,457,0.0
10889,4,457,0
10890,5,457,0
10891,7,457,0
10892,8,457,0
10893,9,457,0
10894,10,457,0
10895,11,457,0
10896,12,457,0.0
10897,13,457,1
10898,14,457,0.0
10899,15,457,0.0
10900,16,457,0.0
10901,17,457,0.0
10902,18,457,0.0
10903,19,457,0
10904,20,457,0.0
10905,21,457,0
10906,22,457,0.0
10907,23,457,0.0
10908,24,457,0.0
10909,25,457,0
10910,0,458,0
10911,1,458,0
10912,2,458,0.0
10913,3,458,0.0
10914,4,458,0
10915,5,458,0
10916,6,458,1.0
10917,7,458,0
10918,8,458,1
10919,9,458,0
10920,10,458,0
10921,11,458,0
10922,12,458,0.0
10923,13,458,0
10924,14,458,0.0
10925,15,458,0.0
10926,16,458,0.0
10927,17,458,0.0
10928,18,458,0.0
10929,19,458,0
10930,20,458,0.0
10931,21,458,0
10932,22,458,0.0
10933,23,458,0.0
10934,24,458,0.0
10935,25,458,0
10936,0,459,0
10937,1,459,0
10938,2,459,0.0
10939,3,459,0.0
10940,4,459,0
10941,5,459,0
10942,6,459,0.0
10943,7,459,0
10944,8,459,1
10945,9,459,0
10946,10,459,0
10947,11,459,0
10948,12,459,0.0
10949,13,459,0
10950,14,459,0.0
10951,15,459,0.0
10952,16,459,0.0
10953,17,459,0.0
10954,18,459,0.0
10955,19,459,0
10956,20,459,0.0
10957,21,459,0
10958,22,459,0.0
10959,23,459,1.0
10960,24,459,0.0
10961,25,459,0
10962,0,460,0
10963,1,460,0
10964,2,460,0.0
10965,3,460,0.0
10966,4,460,0
10967,5,460,0
10968,6,460,1.0
10969,7,460,0
10970,8,460,1
10971,9,460,0
10972,10,460,0
10973,11,460,0
10974,12,460,0.0
10975,13,460,0
10976,14,460,0.0
10977,15,460,0.0
10978,16,460,0.0
10979,17,460,0.0
10980,18,460,0.0
10981,19,460,1
10982,20,460,0.0
10983,21,460,0
10984,22,460,0.0
10985,23,460,0.0
10986,24,460,0.0
10987,25,460,0
10988,0,461,0
10989,1,461,0
10990,2,461,0.0
10991,3,461,0.0
10992,4,461,0
10993,5,461,0
10994,6,461,1.0
10995,7,461,0
10996,8,461,1
10997,9,461,0
10998,10,461,0
10999,11,461,0
11000,12,461,0.0
11001,13,461,0
11002,14,461,0.0
11003,15,461,0.0
11004,16,461,0.0
11005,17,461,0.0
11006,18,461,0.0
11007,19,461,0
11008,20,461,0.0
11009,21,461,0
11010,22,461,0.0
11011,23,461,0.0
11012,24,461,0.0
11013,25,461,0
11014,0,462,0
11015,1,462,0
11016,2,462,0.0
11017,3,462,0.0
11018,4,462,0
11019,5,462,0
11020,6,462,0.0
11021,7,462,0
11022,8,462,1
11023,9,462,0
11024,10,462,0
11025,11,462,1
11026,12,462,0.0
11027,13,462,0
11028,14,462,0.0
11029,15,462,0.0
11030,16,462,0.0
11031,17,462,0.0
11032,18,462,0.0
11033,19,462,0
11034,20,462,0.0
11035,21,462,0
11036,22,462,0.0
11037,23,462,0.0
11038,24,462,0.0
11039,25,462,0
11040,0,463,1
11041,1,463,0
11042,2,463,0.0
11043,3,463,0.0
11044,4,463,1
11045,5,463,0
11046,6,463,0.0
11047,7,463,0
11048,8,463,0
11049,9,463,0
11050,10,463,0
11051,11,463,0
11052,12,463,1.0
11053,13,463,0
11054,14,463,0.0
11055,15,463,0.0
11056,16,463,0.0
11057,17,463,0.0
11058,18,463,0.0
11059,19,463,0
11060,20,463,0.0
11061,21,463,0
11062,22,463,0.0
11063,23,463,0.0
11064,24,463,0.0
11065,25,463,0
11066,0,464,1
11067,1,464,0
11068,2,464,0.0
11069,3,464,0.0
11070,4,464,1
11071,5,464,0
11072,6,464,0.0
11073,7,464,0
11074,8,464,0
11075,9,464,0
11076,10,464,0
11077,11,464,1
11078,12,464,1.0
11079,13,464,0
11080,14,464,0.0
11081,15,464,0.0
11082,16,464,0.0
11083,17,464,0.0
11084,18,464,0.0
11085,19,464,0
11086,20,464,0.0
11087,21,464,0
11088,22,464,0.0
11089,23,464,0.0
11090,24,464,1.0
11091,25,464,0
11092,0,465,0
11093,1,465,0
11094,2,465,0.0
11095,3,465,0.0
11096,4,465,0
11097,5,465,1
11098,7,465,0
11099,8,465,0
11100,9,465,1
11101,10,465,1
11102,11,465,0
11103,12,465,0.0
11104,13,465,0
11105,14,465,0.0
11106,15,465,0.0
11107,16,465,0.0
11108,17,465,0.0
11109,18,465,0.0
11110,19,465,1
11111,20,465,0.0
11112,21,465,0
11113,22,465,0.0
11114,23,465,0.0
11115,24,465,0.0
11116,25,465,0
11117,0,466,0
11118,1,466,0
11119,2,466,1.0
11120,3,466,0.0
11121,4,466,1
11122,5,466,0
11123,7,466,0
11124,8,466,0
11125,9,466,0
11126,10,466,0
11127,11,466,0
11128,13,466,0
11129,14,466,0.0
11130,15,466,0.0
11131,16,466,0.0
11132,17,466,0.0
11133,18,466,0.0
11134,19,466,0
11135,20,466,0.0
11136,21,466,0
11137,23,466,0.0
11138,24,466,0.0
11139,25,466,0
11140,0,467,1
11141,1,467,0
11142,2,467,1.0
11143,3,467,0.0
11144,4,467,1
11145,5,467,0
11146,7,467,0
11147,8,467,0
11148,9,467,0
11149,10,467,0
11150,11,467,0
11151,12,467,0.0
11152,13,467,0
11153,14,467,0.0
11154,15,467,0.0
11155,16,467,0.0
11156,17,467,0.0
11157,18,467,0.0
11158,19,467,0
11159,20,467,0.0
11160,21,467,0
11161,22,467,0.0
11162,23,467,0.0
11163,24,467,1.0
11164,25,467,0
11165,0,468,0
11166,1,468,0
11167,2,468,0.0
11168,3,468,1.0
11169,4,468,0
11170,5,468,0
11171,7,468,0
11172,8,468,0
11173,9,468,0
11174,10,468,0
11175,11,468,0
11176,12,468,0.0
11177,13,468,0
11178,14,468,0.0
11179,15,468,0.0
11180,16,468,0.0
11181,17,468,0.0
11182,18,468,0.0
11183,19,468,0
11184,20,468,0.0
11185,21,468,0
11186,22,468,0.0
11187,23,468,0.0
11188,24,468,0.0
11189,25,468,0
11190,0,469,0
11191,1,469,0
11192,2,469,0.0
11193,3,469,0.0
11194,4,469,0
11195,5,469,0
11196,6,469,0.0
11197,7,469,0
11198,8,469,0
11199,9,469,0
11200,10,469,0
11201,11,469,0
11202,12,469,0.0
11203,13,469,0
11204,14,469,0.0
11205,15,469,0.0
11206,16,469,0.0
11207,17,469,0.0
11208,18,469,0.0
11209,19,469,1
11210,20,469,0.0
11211,21,469,0
11212,22,469,0.0
11213,23,469,0.0
11214,24,469,0.0
11215,25,469,0
11216,0,470,0
11217,1,470,0
11218,2,470,0.0
11219,3,470,0.0
11220,4,470,0
11221,5,470,0
11222,7,470,0
11223,8,470,0
11224,9,470,0
11225,10,470,0
11226,11,470,0
11227,12,470,0.0
11228,13,470,0
11229,14,470,0.0
11230,15,470,0.0
11231,16,470,0.0
11232,17,470,0.0
11233,18,470,0.0
11234,19,470,0
11235,20,470,1.0
11236,21,470,0
11237,22,470,0.0
11238,23,470,0.0
11239,24,470,0.0
11240,25,470,0
11241,0,471,1
11242,1,471,0
11243,2,471,0.0
11244,3,471,0.0
11245,4,471,0
11246,5,471,0
11247,7,471,0
11248,8,471,0
11249,9,471,0
11250,10,471,0
11251,11,471,0
11252,13,471,0
11253,14,471,0.0
11254,15,471,0.0
11255,16,471,0.0
11256,17,471,0.0
11257,18,471,0.0
11258,19,471,0
11259,20,471,0.0
11260,21,471,0
11261,23,471,0.0
11262,24,471,0.0
11263,25,471,0
11264,0,472,0
11265,1,472,0
11266,4,472,0
11267,5,472,0
11268,7,472,0
11269,8,472,0
11270,9,472,0
11271,10,472,0
11272,11,472,0
11273,12,472,0.0
11274,13,472,0
11275,19,472,0
11276,20,472,0.0
11277,21,472,1
11278,22,472,0.0
11279,25,472,0
11280,0,473,0
11281,1,473,0
11282,4,473,0
11283,5,473,0
11284,7,473,0
11285,8,473,0
11286,9,473,0
11287,10,473,0
11288,11,473,0
11289,12,473,0.0
11290,13,473,1
11291,19,473,0
11292,20,473,0.0
11293,21,473,0
11294,22,473,0.0
11295,25,473,0
11296,0,474,0
11297,1,474,0
11298,2,474,0.0
11299,3,474,0.0
11300,4,474,0
11301,5,474,0
11302,7,474,0
11303,8,474,0
11304,9,474,0
11305,10,474,0
11306,11,474,0
11307,12,474,0.0
11308,13,474,0
11309,14,474,1.0
11310,15,474,1.0
11311,16,474,1.0
11312,17,474,0.0
11313,18,474,0.0
11314,19,474,0
11315,20,474,0.0
11316,21,474,0
11317,22,474,0.0
11318,23,474,0.0
11319,24,474,0.0
11320,25,474,0
11321,0,475,0
11322,1,475,0
11323,2,475,0.0
11324,3,475,0.0
11325,4,475,0
11326,5,475,0
11327,7,475,0
11328,8,475,0
11329,9,475,0
11330,10,475,0
11331,11,475,0
11332,12,475,0.0
11333,13,475,0
11334,14,475,0.0
11335,15,475,0.0
11336,16,475,0.0
11337,17,475,0.0
11338,18,475,0.0
11339,19,475,0
11340,20,475,0.0
11341,21,475,1
11342,22,475,0.0
11343,23,475,0.0
11344,24,475,0.0
11345,25,475,0
11346,0,476,0
11347,1,476,0
11348,2,476,0.0
11349,3,476,1.0
11350,4,476,0
11351,5,476,0
11352,6,476,0.0
11353,7,476,0
11354,8,476,0
11355,9,476,0
11356,10,476,0
11357,11,476,0
11358,12,476,0.0
11359,13,476,0
11360,14,476,0.0
11361,15,476,0.0
11362,16,476,0.0
11363,17,476,0.0
11364,18,476,0.0
11365,19,476,0
11366,20,476,0.0
11367,21,476,0
11368,22,476,0.0
11369,23,476,0.0
11370,24,476,0.0
11371,25,476,0
11372,0,477,0
11373,1,477,0
11374,2,477,0.0
11375,3,477,0.0
11376,4,477,0
11377,5,477,0
11378,7,477,0
11379,8,477,0
11380,9,477,0
11381,10,477,0
11382,11,477,0
11383,12,477,0.0
11384,13,477,1
11385,14,477,0.0
11386,15,477,0.0
11387,16,477,0.0
11388,17,477,0.0
11389,18,477,0.0
11390,19,477,1
11391,20,477,0.0
11392,21,477,0
11393,22,477,0.0
11394,23,477,0.0
11395,24,477,0.0
11396,25,477,0
11397,0,478,0
11398,1,478,0
11399,2,478,1.0
11400,3,478,0.0
11401,4,478,0
11402,5,478,0
11403,7,478,0
11404,8,478,0
11405,9,478,0
11406,10,478,0
11407,11,478,1
11408,12,478,0.0
11409,13,478,0
11410,14,478,0.0
11411,15,478,0.0
11412,16,478,0.0
11413,17,478,1.0
11414,18,478,0.0
11415,19,478,0
11416,20,478,0.0
11417,21,478,0
11418,22,478,1.0
11419,23,478,0.0
11420,24,478,1.0
11421,25,478,1
11422,0,479,0
11423,1,479,0
11424,4,479,1
11425,5,479,0
11426,7,479,0
11427,8,479,0
11428,9,479,0
11429,10,479,0
11430,11,479,0
11431,12,479,0.0
11432,13,479,0
11433,19,479,0
11434,20,479,0.0
11435,21,479,0
11436,22,479,0.0
11437,25,479,0
11438,0,480,0
11439,1,480,0
11440,2,480,0.0
11441,3,480,0.0
11442,4,480,0
11443,5,480,0
11444,7,480,0
11445,8,480,0
11446,9,480,0
11447,10,480,0
11448,11,480,0
11449,12,480,0.0
11450,13,480,1
11451,14,480,0.0
11452,15,480,0.0
11453,16,480,0.0
11454,17,480,0.0
11455,18,480,0.0
11456,19,480,0
11457,20,480,1.0
11458,21,480,1
11459,22,480,0.0
11460,23,480,0.0
11461,24,480,0.0
11462,25,480,0
11463,0,481,0
11464,1,481,0
11465,2,481,0.0
11466,3,481,1.0
11467,4,481,0
11468,5,481,1
11469,7,481,0
11470,8,481,0
11471,9,481,0
11472,10,481,0
11473,11,481,1
11474,13,481,0
11475,14,481,0.0
11476,15,481,0.0
11477,16,481,0.0
11478,17,481,0.0
11479,18,481,0.0
11480,19,481,0
11481,20,481,0.0
11482,21,481,0
11483,23,481,0.0
11484,24,481,1.0
11485,25,481,0
11486,0,482,1
11487,1,482,0
11488,2,482,0.0
11489,3,482,0.0
11490,4,482,0
11491,5,482,0
11492,7,482,0
11493,8,482,0
11494,9,482,0
11495,10,482,0
11496,11,482,0
11497,13,482,0
11498,14,482,0.0
11499,15,482,0.0
11500,16,482,0.0
11501,17,482,0.0
11502,18,482,0.0
11503,19,482,0
11504,20,482,0.0
