Target_RNA_ID	Target_RNA_name	AA	DNC_AG	DNC_AC	DNC_AU	DNC_GA	DNC_GG	DNC_GC	DNC_GU	DNC_CA	DNC_CG	DNC_CC	DNC_CU	DNC_UA	DNC_UG	DNC_UC	DNC_UU	DNC_Feat_17	DNC_Feat_18	DNC_Feat_19	DNC_Feat_20	DNC_Feat_21	DNC_Feat_22	DNC_Feat_23	DNC_Feat_24	
Target_287	Seq22	0.00206	0.00309	0.00103	0.0	0.00206	0.00309	0.00309	0.00309	0.00206	0.00103	0.00103	0.00206	0.0	0.00309	0.00103	0.00103	0.1345	0.14915	0.12414	0.07714	0.13461	0.12232	0.13468	0.09459	
Target_288	Seq23	0.0014	0.00281	0.0007	0.0	0.00211	0.00281	0.00491	0.0007	0.0014	0.00281	0.0007	0.0014	0.0	0.0014	0.0007	0.0014	0.14004	0.11665	0.1496	0.07803	0.14722	0.12053	0.144	0.07866	
Target_307	J6f1 RNA	0.0	0.00364	0.00146	0.00073	0.00146	0.00146	0.00364	0.00219	0.00073	0.00146	0.00073	0.00291	0.00364	0.00146	0.00073	0.00219	0.13071	0.10453	0.13101	0.12396	0.0936	0.12235	0.12882	0.1366	
Target_308	J6fd6 RNA	0.0	0.00387	0.00155	0.00077	0.00077	0.00155	0.00387	0.00232	0.00077	0.00077	0.00077	0.00387	0.00465	0.00155	0.00077	0.00232	0.12804	0.12424	0.13444	0.11119	0.07893	0.11183	0.13118	0.14992	
Target_309	J6f15 RNA	0.0	0.0029	0.00145	0.00072	0.00145	0.00217	0.00362	0.00217	0.00072	0.00145	0.00072	0.0029	0.0029	0.00217	0.00072	0.00217	0.12729	0.11277	0.13791	0.12338	0.08625	0.12542	0.12384	0.13487	
Target_310	J6f16 RNA	0.00077	0.00309	0.00231	0.00077	0.00154	0.00154	0.00309	0.00231	0.00077	0.00154	0.00077	0.00309	0.00386	0.00154	0.00077	0.00231	0.12668	0.09566	0.12227	0.12224	0.09888	0.12598	0.13284	0.14536	
Target_311	J6f17 RNA	0.0	0.00387	0.00155	0.00077	0.00155	0.00155	0.00309	0.00309	0.00077	0.00155	0.00077	0.00232	0.00387	0.00155	0.00077	0.00309	0.12705	0.10033	0.12652	0.11798	0.09182	0.12867	0.13378	0.14367	
Target_334	(5'CAG/3'GGC) x 1	0.00253	0.00316	0.00126	0.0019	0.00316	0.00443	0.00063	0.0019	0.00126	0.0019	0.00063	0.0	0.0019	0.00063	0.00126	0.00253	0.11519	0.11989	0.12608	0.11015	0.1081	0.11955	0.14076	0.13119	
Target_335	(5'CCG/3'GAC) x 1	0.0025	0.00312	0.00125	0.00187	0.00312	0.00374	0.00062	0.00187	0.00125	0.00187	0.00125	0.0	0.00187	0.00062	0.00125	0.0025	0.11707	0.11337	0.12263	0.11187	0.11514	0.11919	0.12759	0.14444	
Target_336	(5'CGG/3'GAC) x 1	0.00247	0.00309	0.00124	0.00186	0.00309	0.00433	0.00062	0.00186	0.00124	0.00186	0.00062	0.0	0.00186	0.00062	0.00124	0.00247	0.11659	0.11107	0.11893	0.11538	0.10732	0.12689	0.1273	0.14806	
Target_337	(5'CCG/3'GUC) x 1	0.0025	0.0025	0.00125	0.00187	0.00312	0.00374	0.00062	0.00187	0.00062	0.00187	0.00125	0.00062	0.00187	0.00125	0.00125	0.0025	0.11658	0.11699	0.12055	0.10879	0.11228	0.11995	0.13586	0.14029	
Target_338	(5'CAG/3'GCC) x 1	0.00252	0.00315	0.00126	0.00189	0.00315	0.00378	0.00063	0.00189	0.00126	0.00189	0.00126	0.0	0.00189	0.00063	0.00126	0.00252	0.11831	0.11452	0.12029	0.11517	0.11606	0.12076	0.11986	0.14604	
Target_339	(5'CUG/3'GCC) x 1	0.00255	0.00255	0.00127	0.00191	0.00318	0.00382	0.00064	0.00191	0.00064	0.00191	0.00127	0.00064	0.00191	0.00127	0.00127	0.00255	0.11899	0.11409	0.11886	0.11531	0.11588	0.12392	0.11733	0.14635	
Target_340	(5'CGG/3'GCC) x 1	0.0024	0.0024	0.0012	0.0018	0.003	0.00481	0.0006	0.0018	0.0006	0.0024	0.0006	0.0	0.0018	0.0006	0.0012	0.0024	0.11261	0.11665	0.12385	0.11319	0.10235	0.12576	0.14328	0.13468	
Target_341	(5'CAG/3'GAC) x 1	0.00261	0.00391	0.0013	0.00196	0.00326	0.00391	0.00065	0.00196	0.00196	0.0013	0.00065	0.0	0.00196	0.00065	0.0013	0.00261	0.11947	0.11411	0.12097	0.11236	0.11353	0.12054	0.12383	0.14519	
Target_342	(5'CCG/3'GGC) x 1	0.00242	0.00242	0.00121	0.00182	0.00303	0.00424	0.00061	0.00182	0.00061	0.00242	0.00121	0.0	0.00182	0.00061	0.00121	0.00242	0.11304	0.11893	0.12748	0.10977	0.10989	0.11828	0.14369	0.13106	
Target_343	(5'CUG/3'GUC) x 1	0.00263	0.00263	0.00132	0.00198	0.00329	0.00395	0.00066	0.00198	0.00066	0.00132	0.00066	0.00132	0.00198	0.00198	0.00132	0.00263	0.11967	0.11749	0.11729	0.10922	0.11029	0.12462	0.12998	0.14112	
Target_344	(5'CAG/3'CUG) x 1	0.00261	0.00326	0.0013	0.00196	0.00326	0.00391	0.00065	0.00196	0.0013	0.0013	0.00065	0.00065	0.00196	0.0013	0.0013	0.00261	0.11896	0.11789	0.11879	0.10914	0.11053	0.12134	0.13248	0.14085	
Target_345	(5'CGG/3'GGC) x1	0.0024	0.0024	0.0012	0.0018	0.003	0.00481	0.0006	0.0018	0.0006	0.0024	0.0006	0.0	0.0018	0.0006	0.0012	0.0024	0.11261	0.11665	0.12385	0.11319	0.10235	0.12576	0.14328	0.13468	
Target_346	(5'CAG/3'GUC) x1	0.00261	0.00326	0.0013	0.00196	0.00326	0.00391	0.00065	0.00196	0.0013	0.0013	0.00065	0.00065	0.00196	0.0013	0.0013	0.00261	0.11896	0.11789	0.11879	0.10914	0.11053	0.12134	0.13248	0.14085	
Target_372	B12.9	0.00152	0.00152	0.00227	0.00152	0.00152	0.00152	0.00379	0.00152	0.00303	0.00303	0.00303	0.00076	0.00076	0.00227	0.00076	0.0	0.14342	0.10058	0.12894	0.12474	0.10116	0.14585	0.11028	0.11622	
Target_375	RNA hairpin loop I	0.00298	0.00149	0.0	0.0	0.00149	0.0	0.00597	0.0	0.0	0.00746	0.0	0.0	0.0	0.0	0.0	0.0	0.17867	0.07168	0.18907	0.1038	0.19965	0.06777	0.16704	0.00292	
Target_376	RNA hairpin loop Ib	0.0	0.0	0.0	0.0	0.0	0.00179	0.00715	0.0	0.0	0.00893	0.0	0.00179	0.0	0.0	0.00179	0.00179	0.18294	0.09321	0.11475	0.19232	0.08322	0.13398	0.15152	0.02484	
Target_377	RNA hairpin loop II	0.0	0.00362	0.0	0.0	0.0	0.0	0.00724	0.00362	0.00181	0.00724	0.0	0.0	0.00181	0.00181	0.0	0.0	0.17943	0.06884	0.1114	0.15177	0.06082	0.17923	0.09962	0.12173	
Target_378	RNA hairpin loop III	0.0	0.00496	0.0	0.0	0.0	0.0	0.00662	0.00331	0.00165	0.00662	0.0	0.0	0.00331	0.0	0.0	0.0	0.16875	0.07728	0.08759	0.15127	0.10216	0.11184	0.17763	0.09701	
Target_379	RNA hairpin loop IIIa	0.00156	0.00312	0.00156	0.0	0.0	0.0	0.00624	0.00156	0.00312	0.00624	0.0	0.0	0.00156	0.0	0.0	0.0	0.15692	0.06837	0.10299	0.13066	0.12314	0.12586	0.16372	0.10338	
Target_380	RNA hairpin loop IIIb	0.00306	0.00153	0.00306	0.0	0.0	0.0	0.00612	0.0	0.00459	0.00612	0.0	0.0	0.0	0.0	0.0	0.0	0.15905	0.07839	0.10081	0.1275	0.11585	0.1233	0.15416	0.11646	
Target_381	RNA hairpin loop IV	0.0	0.0054	0.0	0.0	0.0	0.0	0.0072	0.0036	0.0036	0.0072	0.0	0.0	0.0018	0.0	0.0018	0.0	0.17896	0.08168	0.10719	0.13051	0.08973	0.11964	0.08931	0.17236	
Target_382	RNA hairpin loop Iva	0.0	0.00134	0.0	0.0	0.00134	0.0	0.00672	0.00134	0.0	0.00672	0.0	0.00134	0.0	0.00269	0.0	0.00134	0.18801	0.07498	0.17598	0.08182	0.17995	0.01905	0.19132	0.06604	
Target_383	Aptamer mutant C25	0.00162	0.00244	0.00325	0.00081	0.00325	0.00325	0.00244	0.00162	0.00162	0.00244	0.00325	0.00081	0.00162	0.00162	0.0	0.0	0.13713	0.12837	0.14579	0.07687	0.10973	0.13404	0.11592	0.12209	
Target_384	Aptamer mutant G25	0.00166	0.00248	0.00331	0.00083	0.00414	0.00414	0.00166	0.00166	0.00083	0.00248	0.00331	0.00083	0.00166	0.00166	0.0	0.0	0.14108	0.12073	0.1544	0.07042	0.12286	0.12709	0.12403	0.10876	
Target_385	Aptamer mutant A25	0.00236	0.00236	0.00315	0.00079	0.00394	0.00315	0.00158	0.00158	0.00079	0.00236	0.00315	0.00079	0.00158	0.00158	0.0	0.0	0.13433	0.1292	0.13864	0.08436	0.10987	0.13268	0.10925	0.13252	
Target_386	Aptamer mutant C9	0.00166	0.00248	0.00248	0.00083	0.00248	0.00331	0.00248	0.00248	0.00083	0.00248	0.00414	0.00083	0.00248	0.00166	0.0	0.0	0.13899	0.12608	0.14111	0.07722	0.12519	0.12744	0.11594	0.11741	
Target_387	Aptamer mutant G9	0.00165	0.00248	0.00248	0.00083	0.00248	0.00413	0.00248	0.00248	0.00083	0.00248	0.0033	0.00083	0.00248	0.00165	0.0	0.0	0.13868	0.13003	0.13814	0.07234	0.13091	0.12446	0.12128	0.11362	
Target_388	Aptamer mutant U9	0.00177	0.00265	0.00265	0.00088	0.00265	0.00354	0.00177	0.00354	0.00088	0.00265	0.00354	0.00088	0.00265	0.00177	0.00088	0.0	0.13738	0.12136	0.14301	0.07942	0.12571	0.12136	0.12154	0.1175	
Target_389	Aptamer mutant G30	0.00086	0.00259	0.00345	0.00086	0.00345	0.00431	0.00172	0.00259	0.00086	0.00259	0.00345	0.00086	0.00259	0.00172	0.0	0.0	0.13536	0.13003	0.13016	0.0882	0.13771	0.1186	0.09935	0.12871	
Target_390	Aptamer mutant C30	0.00085	0.00256	0.00341	0.00085	0.00256	0.00341	0.00256	0.00256	0.0017	0.00256	0.00341	0.00085	0.00256	0.0017	0.0	0.0	0.13667	0.12482	0.13959	0.08588	0.12737	0.12248	0.10689	0.12476	
Target_391	Aptamer mutant U30	0.00092	0.00277	0.0037	0.00092	0.00277	0.0037	0.00185	0.0037	0.00092	0.00277	0.0037	0.00092	0.0037	0.00185	0.0	0.0	0.13684	0.12041	0.13802	0.08166	0.1242	0.12759	0.10705	0.13003	
Target_392	Aptamer mutant C27	0.00089	0.00267	0.00356	0.00089	0.00356	0.00356	0.00178	0.00267	0.00089	0.00267	0.00445	0.00089	0.00267	0.00178	0.0	0.0	0.14541	0.12481	0.13941	0.09056	0.13133	0.12012	0.09293	0.1225	
Target_393	Aptamer mutant G27	0.00083	0.00331	0.00248	0.00083	0.00331	0.00331	0.00248	0.00248	0.00083	0.00248	0.00331	0.00083	0.00248	0.00165	0.0	0.0	0.14687	0.12058	0.14561	0.08768	0.1318	0.11887	0.10046	0.11755	
Target_394	Aptamer mutant U27	0.00087	0.00261	0.00261	0.00174	0.00347	0.00347	0.00174	0.00261	0.00087	0.00261	0.00347	0.00087	0.00261	0.00174	0.00087	0.0	0.14166	0.12288	0.14704	0.08153	0.12341	0.12246	0.1078	0.12109	
Target_395	Aptamer mutant G10C23	0.00172	0.00258	0.00344	0.00086	0.00344	0.00258	0.00172	0.00344	0.00086	0.00344	0.00344	0.0	0.00258	0.00172	0.0	0.0	0.14485	0.10428	0.14164	0.10371	0.0996	0.1489	0.08713	0.13802	
Target_396	Aptamer mutant G26	0.00088	0.00265	0.00354	0.00088	0.00442	0.00354	0.00177	0.00265	0.00088	0.00265	0.00354	0.00088	0.00177	0.00265	0.0	0.0	0.14671	0.12667	0.1254	0.10078	0.13444	0.12209	0.08434	0.12685	
Target_397	Aptamer mutant U26	0.00085	0.00255	0.0034	0.00085	0.0034	0.0034	0.0017	0.00255	0.00085	0.00255	0.0034	0.00085	0.00255	0.0017	0.0	0.00085	0.13819	0.12466	0.13808	0.08748	0.12285	0.12518	0.1036	0.12853	
Target_398	Aptamer mutant C26	0.00094	0.00283	0.00378	0.00094	0.00378	0.00378	0.00189	0.00283	0.00189	0.00283	0.00378	0.00094	0.00189	0.00189	0.00094	0.0	0.14649	0.12222	0.14168	0.08532	0.13375	0.1201	0.10038	0.11514	
Target_399	Aptamer mutant A11U22	0.00171	0.00256	0.00341	0.00085	0.00341	0.00341	0.00171	0.00256	0.00085	0.00256	0.00341	0.00085	0.00256	0.00171	0.0	0.0	0.14031	0.1224	0.14065	0.08436	0.11071	0.13274	0.10217	0.13509	
Target_400	Aptamer mutant C24	0.00161	0.00241	0.00321	0.0008	0.00321	0.00241	0.00241	0.00161	0.0008	0.00241	0.00321	0.00161	0.00241	0.00161	0.0	0.0	0.14084	0.11973	0.14699	0.07424	0.13779	0.11335	0.12048	0.11686	
Target_401	Aptamer mutant G31	0.00091	0.00363	0.00363	0.0	0.00363	0.00363	0.00181	0.00363	0.00091	0.00272	0.00363	0.00091	0.00272	0.00181	0.0	0.0	0.14364	0.11153	0.14271	0.0811	0.13203	0.12715	0.10833	0.11995	
Target_402	Aptamer mutant C31	0.0009	0.00271	0.00452	0.0	0.00362	0.00362	0.00181	0.00271	0.0009	0.00271	0.00362	0.00181	0.00271	0.00181	0.0	0.0	0.13682	0.12307	0.13731	0.08204	0.13409	0.12072	0.10757	0.12492	
Target_403	Aptamer mutant U31	0.00085	0.00256	0.00342	0.00085	0.00342	0.00342	0.00171	0.00256	0.00085	0.00256	0.00342	0.00085	0.00256	0.00171	0.0	0.00085	0.13904	0.12387	0.1441	0.08047	0.12596	0.12075	0.11127	0.12293	
Target_404	Aptamer mutant C8G28	0.00177	0.00355	0.00266	0.00089	0.00266	0.00443	0.00177	0.00266	0.00177	0.00089	0.00443	0.00089	0.00266	0.00177	0.0	0.0	0.12304	0.13177	0.15616	0.0923	0.104	0.11378	0.1355	0.11065	
Target_407	E. coli transglycosidase mRNA	0.00116	0.00347	0.00231	0.00116	0.00347	0.0	0.00347	0.0	0.00231	0.00231	0.00116	0.00231	0.00116	0.0	0.00116	0.00116	0.15104	0.1169	0.08196	0.12041	0.11975	0.1457	0.12087	0.11681	
Target_410	human tyrosine sulfotransferase mRNA	0.00505	0.0	0.00505	0.00101	0.00202	0.00101	0.00101	0.0	0.00202	0.00101	0.00706	0.00303	0.00202	0.00101	0.00101	0.0	0.10344	0.144	0.13118	0.11636	0.10709	0.12557	0.13593	0.10414	
Target_436	Duplex RNA	0.0	0.0	0.00389	0.00389	0.0	0.0	0.0	0.0	0.00389	0.0	0.00778	0.00778	0.00389	0.0	0.00778	0.00389	0.09923	0.13333	0.08343	0.12425	0.10956	0.11578	0.16975	0.12187	
Target_437	Single_stranded_RNA	0.0	0.0	0.00389	0.00389	0.0	0.0	0.0	0.0	0.00389	0.0	0.00778	0.00778	0.00389	0.0	0.00778	0.00389	0.09923	0.13333	0.08343	0.12425	0.10956	0.11578	0.16975	0.12187	
Target_438	SL3_duplex_RNA	0.0	0.00405	0.00202	0.0	0.00202	0.00202	0.00405	0.00202	0.0	0.00202	0.00202	0.00405	0.00405	0.0	0.00202	0.0	0.13908	0.11694	0.18127	0.15283	0.13138	0.08176	0.07076	0.09563	
Target_439	SL4 RNA	0.0	0.00451	0.0	0.0	0.00451	0.00225	0.00451	0.00451	0.0	0.00451	0.0	0.0	0.0	0.00225	0.00225	0.0	0.2173	0.05116	0.19243	0.05382	0.17012	0.04898	0.14982	0.08707	
Target_440	SL2 RNA	0.0	0.00187	0.00373	0.0	0.00373	0.00373	0.00373	0.00373	0.0	0.00373	0.00187	0.00187	0.00187	0.00373	0.0	0.0	0.15884	0.10149	0.11841	0.09352	0.16358	0.09687	0.08488	0.14881	
Target_441	U15C,U16C SLI_mutant	0.00484	0.00081	0.00161	0.00161	0.00242	0.00161	0.00161	0.0	0.00081	0.00323	0.00242	0.00081	0.0	0.0	0.00161	0.00323	0.11875	0.11185	0.10695	0.13242	0.13268	0.15435	0.10188	0.1145	
Target_442	G17A,G18A SLI_mutant	0.00561	0.0008	0.0024	0.0016	0.0024	0.0008	0.0008	0.0	0.0008	0.0024	0.0008	0.0016	0.0008	0.0	0.0016	0.00401	0.10808	0.09563	0.12061	0.1373	0.10824	0.16496	0.10461	0.13414	
Target_443	C19U,G20A SLI_mutant	0.00509	0.0017	0.0017	0.0017	0.00254	0.00085	0.00085	0.00085	0.00085	0.0017	0.00085	0.0017	0.00085	0.00085	0.0017	0.00424	0.11914	0.10288	0.12021	0.12002	0.13716	0.15605	0.10222	0.11433	
Target_444	G21A,A22G SLI_mutant	0.00388	0.00155	0.00155	0.00155	0.0031	0.00078	0.00155	0.0	0.00078	0.00233	0.00078	0.00155	0.0	0.00078	0.00155	0.00388	0.1154	0.09419	0.11002	0.13861	0.12112	0.14364	0.12503	0.12641	
Target_445	TS mRNA Construct_4	0.0	0.0	0.0	0.00104	0.0	0.00626	0.00522	0.00104	0.00104	0.00418	0.01044	0.00104	0.0	0.00313	0.0	0.0	0.12175	0.129	0.11824	0.12393	0.09494	0.12254	0.10305	0.15314	
Target_446	TS mRNA Construct_5	0.0	0.0	0.00153	0.0	0.0	0.00916	0.00305	0.00153	0.00153	0.00458	0.01069	0.00153	0.0	0.00153	0.00153	0.00153	0.11351	0.13985	0.10746	0.10338	0.12707	0.11757	0.1128	0.14017	
