Target_RNA_ID	Target_RNA_name	A(((	A((.	A(..	A(.(	A.((	A.(.	A..(	A...	G(((	G((.	G(..	G(.(	G.((	G.(.	G..(	G...	C(((	C((.	C(..	C(.(	C.((	C.(.	C..(	C...	U(((	U((.	U(..	U(.(	U.((	U.(.	U..(	U...	
Target_250	Oligo-1, a pyrimidine-rich RNA 15-mer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69231	
Target_251	Oligo-2, an RNA 15-mer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30769	
Target_252	Oligo-3, a purine-rich RNA 15-mer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692	
Target_253	Oligo-5, an RNA 15-mer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38462	
Target_254	Oligo-6, an RNA 15-mer	0.15385	0.07692	0.15385	0.0	0.0	0.0	0.0	0.07692	0.07692	0.07692	0.0	0.0	0.0	0.0	0.0	0.0	0.07692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15385	0.0	0.0	0.0	0.07692	0.0	0.07692	0.0	
Target_256	Telomeric DNA G-quadruplex (HTG22)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	
Target_255	TERRA G-quadruplex (TERRA22)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	
Target_258	BCL2 RNA G-quadruplex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04167	0.04167	0.08333	0.04167	0.08333	0.04167	0.0	0.08333	0.33333	0.0	0.04167	0.0	0.0	0.08333	0.0	0.0	0.0	0.04167	0.0	0.0	0.0	0.04167	0.0	0.0	0.04167	
Target_259	NRAS RNA G-quadruplex	0.0	0.05263	0.0	0.0	0.0	0.0	0.0	0.0	0.05263	0.0	0.05263	0.10526	0.05263	0.05263	0.10526	0.26316	0.05263	0.0	0.0	0.0	0.0	0.0	0.0	0.05263	0.0	0.05263	0.0	0.0	0.05263	0.05263	0.0	0.0	
Target_260	Pu22 DNA G-quadruplex	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	
Target_261	TRF2:Telomeric duplex DNA (hTELO-dup)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	
Target_262	TRF2:TERRA G-quadruplex (TERRA22):Telomeric duplex DNA (hTELO-dup)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	
Target_284	SMN2 pre-mRNA GA-rich sequence	0.06818	0.02273	0.02273	0.02273	0.06818	0.0	0.02273	0.15909	0.09091	0.02273	0.02273	0.0	0.02273	0.0	0.0	0.06818	0.09091	0.0	0.02273	0.0	0.0	0.0	0.02273	0.0	0.11364	0.06818	0.0	0.02273	0.02273	0.0	0.02273	0.0	
Target_285	Seq20	0.16667	0.0	0.0	0.0	0.04167	0.0	0.0	0.0	0.20833	0.0	0.0	0.0	0.0	0.0	0.04167	0.0	0.20833	0.0	0.0	0.0	0.0	0.0	0.0	0.04167	0.16667	0.04167	0.04167	0.0	0.0	0.0	0.0	0.04167	
Target_286	Seq21	0.04	0.0	0.0	0.0	0.04	0.0	0.0	0.16	0.24	0.0	0.04	0.0	0.0	0.0	0.04	0.12	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	
Target_287	Seq22	0.07407	0.0	0.0	0.0	0.0	0.0	0.0	0.14815	0.11111	0.03704	0.0	0.0	0.0	0.0	0.03704	0.18519	0.11111	0.03704	0.0	0.0	0.03704	0.0	0.0	0.03704	0.07407	0.0	0.07407	0.0	0.0	0.0	0.0	0.03704	
Target_288	Seq23	0.05714	0.0	0.0	0.0	0.02857	0.0	0.0	0.11429	0.22857	0.0	0.02857	0.0	0.0	0.0	0.05714	0.08571	0.17143	0.02857	0.0	0.0	0.02857	0.0	0.0	0.02857	0.05714	0.02857	0.02857	0.0	0.0	0.0	0.0	0.02857	
Target_307	J6f1 RNA	0.07895	0.0	0.02632	0.02632	0.02632	0.0	0.02632	0.02632	0.23684	0.0	0.0	0.0	0.02632	0.0	0.0	0.02632	0.13158	0.02632	0.0	0.0	0.02632	0.0	0.0	0.02632	0.13158	0.05263	0.02632	0.0	0.0	0.0	0.02632	0.05263	
Target_308	J6fd6 RNA	0.13158	0.02632	0.02632	0.0	0.0	0.0	0.0	0.02632	0.18421	0.0	0.02632	0.0	0.02632	0.0	0.0	0.02632	0.13158	0.0	0.0	0.0	0.0	0.0	0.02632	0.05263	0.18421	0.02632	0.0	0.0	0.02632	0.0	0.02632	0.05263	
Target_309	J6f15 RNA	0.07895	0.0	0.02632	0.02632	0.02632	0.0	0.02632	0.0	0.23684	0.0	0.0	0.0	0.02632	0.0	0.0	0.05263	0.13158	0.02632	0.0	0.0	0.02632	0.0	0.0	0.02632	0.13158	0.05263	0.02632	0.0	0.0	0.0	0.02632	0.05263	
Target_310	J6f16 RNA	0.07895	0.0	0.02632	0.02632	0.02632	0.0	0.02632	0.05263	0.23684	0.0	0.0	0.0	0.02632	0.0	0.0	0.0	0.13158	0.02632	0.0	0.0	0.02632	0.0	0.0	0.02632	0.13158	0.05263	0.02632	0.0	0.0	0.0	0.02632	0.05263	
Target_311	J6f17 RNA	0.07895	0.0	0.02632	0.02632	0.02632	0.0	0.02632	0.02632	0.23684	0.0	0.0	0.0	0.02632	0.0	0.0	0.02632	0.13158	0.02632	0.0	0.0	0.02632	0.0	0.0	0.0	0.13158	0.05263	0.02632	0.0	0.0	0.0	0.02632	0.07895	
Target_334	(5'CAG/3'GGC) x 1	0.13333	0.0	0.02222	0.04444	0.0	0.0	0.04444	0.06667	0.13333	0.0	0.02222	0.02222	0.06667	0.02222	0.0	0.06667	0.04444	0.06667	0.0	0.0	0.0	0.02222	0.0	0.0	0.22222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Target_335	(5'CCG/3'GAC) x 1	0.13333	0.0	0.02222	0.04444	0.0	0.0	0.04444	0.06667	0.08889	0.0	0.02222	0.02222	0.08889	0.02222	0.0	0.06667	0.02222	0.06667	0.02222	0.0	0.0	0.02222	0.02222	0.0	0.2	0.02222	0.0	0.0	0.0	0.0	0.0	0.0	
Target_336	(5'CGG/3'GAC) x 1	0.13333	0.0	0.02222	0.04444	0.0	0.0	0.04444	0.06667	0.08889	0.0	0.02222	0.02222	0.08889	0.02222	0.02222	0.06667	0.02222	0.06667	0.02222	0.0	0.0	0.02222	0.0	0.0	0.2	0.02222	0.0	0.0	0.0	0.0	0.0	0.0	
Target_337	(5'CCG/3'GUC) x 1	0.13333	0.0	0.02222	0.02222	0.0	0.0	0.04444	0.06667	0.08889	0.0	0.02222	0.02222	0.08889	0.02222	0.0	0.06667	0.02222	0.06667	0.02222	0.0	0.0	0.02222	0.02222	0.0	0.2	0.02222	0.0	0.02222	0.0	0.0	0.0	0.0	
Target_338	(5'CAG/3'GCC) x 1	0.13333	0.0	0.02222	0.02222	0.0	0.0	0.06667	0.06667	0.08889	0.0	0.02222	0.02222	0.08889	0.02222	0.0	0.06667	0.02222	0.06667	0.02222	0.02222	0.0	0.02222	0.0	0.0	0.2	0.02222	0.0	0.0	0.0	0.0	0.0	0.0	
Target_339	(5'CUG/3'GCC) x 1	0.13333	0.0	0.02222	0.02222	0.0	0.0	0.04444	0.06667	0.08889	0.0	0.02222	0.02222	0.08889	0.02222	0.0	0.06667	0.02222	0.06667	0.02222	0.02222	0.0	0.02222	0.0	0.0	0.2	0.02222	0.0	0.0	0.0	0.0	0.02222	0.0	
Target_340	(5'CGG/3'GCC) x 1	0.13333	0.0	0.02222	0.02222	0.0	0.0	0.04444	0.06667	0.13333	0.02222	0.02222	0.04444	0.04444	0.02222	0.0	0.06667	0.06667	0.04444	0.0	0.0	0.0	0.02222	0.0	0.0	0.2	0.0	0.0	0.0	0.02222	0.0	0.0	0.0	
Target_341	(5'CAG/3'GAC) x 1	0.13333	0.0	0.02222	0.04444	0.0	0.0	0.06667	0.06667	0.08889	0.0	0.02222	0.02222	0.08889	0.02222	0.0	0.06667	0.02222	0.06667	0.02222	0.0	0.0	0.02222	0.0	0.0	0.2	0.02222	0.0	0.0	0.0	0.0	0.0	0.0	
Target_342	(5'CCG/3'GGC) x 1	0.13333	0.0	0.02222	0.02222	0.0	0.0	0.04444	0.06667	0.15556	0.0	0.02222	0.02222	0.04444	0.02222	0.0	0.06667	0.06667	0.04444	0.0	0.0	0.02222	0.02222	0.0	0.0	0.17778	0.02222	0.0	0.02222	0.0	0.0	0.0	0.0	
Target_343	(5'CUG/3'GUC) x 1	0.13333	0.0	0.02222	0.02222	0.0	0.0	0.04444	0.06667	0.08889	0.0	0.02222	0.02222	0.08889	0.02222	0.0	0.06667	0.02222	0.06667	0.02222	0.0	0.0	0.02222	0.0	0.0	0.2	0.02222	0.0	0.02222	0.0	0.0	0.02222	0.0	
Target_344	(5'CAG/3'CUG) x 1	0.15556	0.0	0.02222	0.02222	0.0	0.0	0.04444	0.06667	0.13333	0.0	0.02222	0.02222	0.04444	0.02222	0.0	0.06667	0.04444	0.04444	0.0	0.0	0.02222	0.02222	0.0	0.0	0.2	0.02222	0.0	0.02222	0.0	0.0	0.0	0.0	
Target_345	(5'CGG/3'GGC) x1	0.13333	0.0	0.02222	0.02222	0.0	0.0	0.04444	0.06667	0.13333	0.02222	0.02222	0.04444	0.04444	0.02222	0.0	0.06667	0.06667	0.04444	0.0	0.0	0.0	0.02222	0.0	0.0	0.2	0.0	0.0	0.0	0.02222	0.0	0.0	0.0	
Target_346	(5'CAG/3'GUC) x1	0.15556	0.0	0.02222	0.02222	0.0	0.0	0.04444	0.06667	0.13333	0.0	0.02222	0.02222	0.04444	0.02222	0.0	0.06667	0.04444	0.04444	0.0	0.0	0.02222	0.02222	0.0	0.0	0.2	0.02222	0.0	0.02222	0.0	0.0	0.0	0.0	
Target_372	B12.9	0.02703	0.02703	0.05405	0.02703	0.0	0.0	0.05405	0.05405	0.08108	0.05405	0.02703	0.02703	0.05405	0.0	0.0	0.05405	0.08108	0.02703	0.0	0.0	0.05405	0.0	0.0	0.16216	0.02703	0.02703	0.0	0.0	0.02703	0.0	0.0	0.05405	
Target_375	RNA hairpin loop I	0.0	0.0	0.0	0.0	0.0	0.0	0.08333	0.16667	0.25	0.0	0.08333	0.0	0.08333	0.0	0.0	0.0	0.25	0.08333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Target_376	RNA hairpin loop Ib	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.08333	0.0	0.08333	0.0	0.25	0.08333	0.0	0.0	0.0	0.0	0.0	0.08333	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.08333	
Target_377	RNA hairpin loop II	0.0	0.0	0.07143	0.0	0.0	0.0	0.07143	0.0	0.21429	0.0	0.0	0.0	0.07143	0.0	0.0	0.14286	0.21429	0.07143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14286	
Target_378	RNA hairpin loop III	0.0	0.0	0.06667	0.0	0.0	0.0	0.06667	0.06667	0.2	0.0	0.0	0.0	0.06667	0.0	0.0	0.13333	0.2	0.06667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13333	
Target_379	RNA hairpin loop IIIa	0.0	0.0	0.06667	0.0	0.0	0.0	0.06667	0.13333	0.2	0.0	0.0	0.0	0.06667	0.0	0.0	0.06667	0.2	0.06667	0.0	0.0	0.0	0.0	0.0	0.06667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06667	
Target_380	RNA hairpin loop IIIb	0.0	0.0	0.06667	0.0	0.0	0.0	0.06667	0.2	0.2	0.0	0.0	0.0	0.06667	0.0	0.0	0.0	0.2	0.06667	0.0	0.0	0.0	0.0	0.0	0.13333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Target_381	RNA hairpin loop IV	0.0	0.0	0.0625	0.0	0.0	0.0	0.0625	0.0625	0.1875	0.0	0.0	0.0	0.0625	0.0	0.0	0.125	0.1875	0.0625	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	
Target_382	RNA hairpin loop Iva	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.1875	0.0	0.0	0.0	0.0625	0.0	0.0	0.1875	0.1875	0.0625	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0625	0.0	0.0	0.0	0.0625	0.0625	
Target_383	Aptamer mutant C25	0.08333	0.0	0.02778	0.02778	0.0	0.0	0.05556	0.08333	0.11111	0.08333	0.05556	0.0	0.05556	0.0	0.0	0.02778	0.16667	0.02778	0.0	0.0	0.05556	0.0	0.0	0.02778	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.0	
Target_384	Aptamer mutant G25	0.08333	0.0	0.02778	0.02778	0.0	0.0	0.05556	0.08333	0.11111	0.08333	0.05556	0.0	0.05556	0.0	0.0	0.05556	0.16667	0.02778	0.0	0.0	0.05556	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.0	
Target_385	Aptamer mutant A25	0.08333	0.0	0.02778	0.02778	0.0	0.0	0.05556	0.11111	0.11111	0.08333	0.05556	0.0	0.05556	0.0	0.0	0.02778	0.16667	0.02778	0.0	0.0	0.05556	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.0	
Target_386	Aptamer mutant C9	0.08333	0.0	0.02778	0.0	0.0	0.0	0.02778	0.11111	0.16667	0.0	0.02778	0.0	0.08333	0.0	0.0	0.05556	0.16667	0.05556	0.0	0.02778	0.0	0.0	0.0	0.02778	0.08333	0.02778	0.0	0.0	0.0	0.0	0.02778	0.0	
Target_387	Aptamer mutant G9	0.08333	0.0	0.02778	0.0	0.0	0.0	0.05556	0.08333	0.11111	0.08333	0.05556	0.02778	0.05556	0.0	0.0	0.02778	0.16667	0.02778	0.0	0.0	0.05556	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.02778	
Target_388	Aptamer mutant U9	0.08333	0.0	0.02778	0.0	0.02778	0.0	0.05556	0.05556	0.13889	0.05556	0.05556	0.0	0.05556	0.0	0.0	0.02778	0.22222	0.02778	0.0	0.0	0.0	0.0	0.0	0.0	0.11111	0.0	0.0	0.0	0.0	0.0	0.02778	0.02778	
Target_389	Aptamer mutant G30	0.08333	0.0	0.0	0.02778	0.0	0.0	0.05556	0.08333	0.11111	0.08333	0.08333	0.0	0.05556	0.0	0.0	0.02778	0.16667	0.02778	0.0	0.0	0.05556	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.02778	
Target_390	Aptamer mutant C30	0.08333	0.0	0.0	0.02778	0.0	0.0	0.05556	0.08333	0.11111	0.08333	0.05556	0.0	0.05556	0.0	0.0	0.02778	0.16667	0.02778	0.02778	0.0	0.05556	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.02778	
Target_391	Aptamer mutant U30	0.08333	0.0	0.0	0.02778	0.0	0.0	0.05556	0.08333	0.11111	0.08333	0.05556	0.0	0.05556	0.0	0.0	0.02778	0.16667	0.02778	0.0	0.0	0.05556	0.0	0.0	0.0	0.08333	0.0	0.02778	0.0	0.0	0.0	0.02778	0.02778	
Target_392	Aptamer mutant C27	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.13889	0.13889	0.0	0.05556	0.0	0.02778	0.0	0.0	0.11111	0.11111	0.08333	0.02778	0.0	0.0	0.0	0.02778	0.02778	0.05556	0.0	0.0	0.0	0.02778	0.0	0.0	0.05556	
Target_393	Aptamer mutant G27	0.08333	0.0	0.0	0.0	0.0	0.0	0.08333	0.08333	0.11111	0.02778	0.08333	0.0	0.05556	0.02778	0.0	0.05556	0.13889	0.05556	0.02778	0.0	0.02778	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.02778	
Target_394	Aptamer mutant U27	0.11111	0.0	0.02778	0.0	0.0	0.0	0.05556	0.05556	0.13889	0.05556	0.05556	0.0	0.05556	0.0	0.0	0.02778	0.22222	0.02778	0.0	0.0	0.0	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.02778	0.0	0.02778	0.02778	
Target_395	Aptamer mutant G10C23	0.08333	0.0	0.02778	0.02778	0.0	0.0	0.05556	0.08333	0.11111	0.05556	0.05556	0.0	0.08333	0.0	0.0	0.02778	0.16667	0.05556	0.0	0.0	0.02778	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.02778	
Target_396	Aptamer mutant G26	0.08333	0.0	0.02778	0.0	0.0	0.0	0.05556	0.08333	0.11111	0.02778	0.08333	0.0	0.05556	0.02778	0.0	0.05556	0.13889	0.05556	0.0	0.0	0.02778	0.0	0.0	0.02778	0.08333	0.0	0.0	0.0	0.0	0.0	0.05556	0.0	
Target_397	Aptamer mutant U26	0.08333	0.0	0.02778	0.02778	0.0	0.0	0.05556	0.05556	0.11111	0.08333	0.05556	0.0	0.05556	0.0	0.0	0.02778	0.16667	0.02778	0.0	0.0	0.05556	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.05556	
Target_398	Aptamer mutant C26	0.08333	0.02778	0.02778	0.0	0.0	0.0	0.02778	0.08333	0.11111	0.0	0.02778	0.02778	0.11111	0.0	0.0	0.05556	0.13889	0.08333	0.0	0.02778	0.0	0.0	0.0	0.02778	0.11111	0.0	0.0	0.0	0.0	0.0	0.02778	0.0	
Target_399	Aptamer mutant A11U22	0.08333	0.0	0.02778	0.02778	0.0	0.0	0.05556	0.08333	0.11111	0.08333	0.05556	0.0	0.05556	0.0	0.0	0.02778	0.16667	0.02778	0.0	0.0	0.05556	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.02778	
Target_400	Aptamer mutant C24	0.08333	0.0	0.02778	0.02778	0.0	0.0	0.05556	0.08333	0.11111	0.08333	0.02778	0.0	0.05556	0.0	0.0	0.02778	0.16667	0.02778	0.02778	0.0	0.05556	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.02778	
Target_401	Aptamer mutant G31	0.08333	0.0	0.0	0.0	0.0	0.0	0.08333	0.08333	0.11111	0.02778	0.08333	0.0	0.05556	0.02778	0.0	0.05556	0.13889	0.05556	0.0	0.0	0.02778	0.0	0.0	0.02778	0.08333	0.0	0.0	0.02778	0.0	0.0	0.0	0.02778	
Target_402	Aptamer mutant C31	0.08333	0.0	0.02778	0.02778	0.0	0.0	0.05556	0.05556	0.11111	0.08333	0.05556	0.0	0.05556	0.0	0.0	0.02778	0.16667	0.02778	0.0	0.0	0.05556	0.0	0.0	0.02778	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.02778	
Target_403	Aptamer mutant U31	0.08333	0.0	0.02778	0.02778	0.0	0.0	0.05556	0.05556	0.11111	0.08333	0.05556	0.0	0.05556	0.0	0.0	0.02778	0.16667	0.02778	0.0	0.0	0.05556	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.05556	
Target_404	Aptamer mutant C8G28	0.08333	0.0	0.02778	0.02778	0.0	0.0	0.05556	0.08333	0.11111	0.05556	0.05556	0.0	0.08333	0.0	0.0	0.02778	0.16667	0.05556	0.0	0.0	0.02778	0.0	0.0	0.0	0.08333	0.0	0.0	0.0	0.0	0.0	0.02778	0.02778	
Target_407	E. coli transglycosidase mRNA	0.04545	0.0	0.04545	0.0	0.0	0.0	0.0	0.22727	0.04545	0.0	0.0	0.0	0.09091	0.0	0.0	0.09091	0.04545	0.04545	0.04545	0.0	0.0	0.0	0.09091	0.09091	0.04545	0.04545	0.0	0.0	0.0	0.0	0.0	0.04545	
Target_410	human tyrosine sulfotransferase mRNA	0.0	0.03226	0.03226	0.0	0.0	0.0	0.03226	0.25806	0.03226	0.0	0.0	0.0	0.03226	0.0	0.0	0.03226	0.03226	0.03226	0.0	0.0	0.0	0.0	0.03226	0.32258	0.0	0.0	0.0	0.0	0.03226	0.0	0.0	0.09677	
Target_436	Duplex RNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	
Target_437	Single_stranded_RNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	
Target_438	SL3_duplex_RNA	0.14286	0.07143	0.0	0.0	0.0	0.0	0.0	0.0	0.14286	0.0	0.07143	0.0	0.0	0.0	0.0	0.07143	0.14286	0.0	0.0	0.0	0.0	0.0	0.07143	0.07143	0.14286	0.0	0.0	0.0	0.07143	0.0	0.0	0.0	
Target_439	SL4 RNA	0.0	0.0	0.0	0.0	0.0	0.0	0.08333	0.08333	0.25	0.0	0.08333	0.0	0.08333	0.0	0.0	0.08333	0.08333	0.08333	0.0	0.0	0.0	0.0	0.0	0.0	0.16667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Target_440	SL2 RNA	0.05882	0.0	0.0	0.05882	0.05882	0.0	0.0	0.0	0.23529	0.0	0.05882	0.0	0.0	0.0	0.05882	0.05882	0.17647	0.0	0.0	0.0	0.05882	0.0	0.0	0.0	0.0	0.11765	0.0	0.0	0.0	0.0	0.0	0.05882	
Target_441	U15C,U16C SLI_mutant	0.15625	0.0	0.0625	0.0	0.0	0.0	0.09375	0.0	0.0	0.09375	0.0	0.0	0.0625	0.0	0.0	0.0625	0.0	0.0625	0.09375	0.0	0.09375	0.0	0.03125	0.0	0.15625	0.0	0.0	0.0	0.0	0.0	0.03125	0.0	
Target_442	G17A,G18A SLI_mutant	0.15625	0.0	0.0625	0.0	0.0	0.0	0.09375	0.0625	0.0	0.09375	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.03125	0.0625	0.0	0.09375	0.0	0.03125	0.0	0.15625	0.03125	0.03125	0.0	0.0	0.0	0.03125	0.0	
Target_443	C19U,G20A SLI_mutant	0.15625	0.0	0.0625	0.0	0.03125	0.0	0.09375	0.0	0.0	0.09375	0.0	0.0	0.03125	0.0	0.0	0.0625	0.0	0.03125	0.0625	0.0	0.09375	0.0	0.0	0.0	0.15625	0.03125	0.03125	0.0	0.0	0.0	0.0625	0.0	
Target_444	G21A,A22G SLI_mutant	0.1875	0.0	0.0625	0.0	0.0	0.0	0.03125	0.03125	0.03125	0.0625	0.0	0.0	0.03125	0.0	0.03125	0.0625	0.09375	0.0	0.0	0.0	0.03125	0.0	0.0	0.09375	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	
Target_445	TS mRNA Construct_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03226	0.25806	0.03226	0.0	0.0	0.06452	0.0	0.0	0.03226	0.22581	0.06452	0.03226	0.06452	0.0	0.0	0.03226	0.06452	0.03226	0.0	0.0	0.0	0.03226	0.0	0.0	0.03226	
Target_446	TS mRNA Construct_5	0.04167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20833	0.0	0.0	0.0	0.125	0.0	0.04167	0.0	0.20833	0.125	0.0	0.08333	0.0	0.0	0.0	0.04167	0.04167	0.0	0.04167	0.0	0.0	0.0	0.0	0.04167	
