,rna,mol,label
4898,55,3,0
4899,55,4,0
4900,55,5,0
4901,55,6,0
4902,55,7,0
4903,55,8,0
4904,55,9,0
4905,55,10,0
4906,55,11,0
4907,55,12,0
4908,55,13,0
4909,55,14,0
4910,55,15,0
4911,55,16,0
4912,55,17,0
4913,55,18,0
4914,55,19,0
4915,55,20,0
4916,55,21,0
4917,55,22,0
4918,55,23,0
4919,55,24,0
4920,55,25,0
4921,55,26,0
4922,55,27,0
4923,55,28,0
4924,55,29,0
4925,55,30,0
4926,55,31,0
4927,55,32,0
4928,55,33,0
4929,55,34,0
4930,55,35,0
4931,55,36,0
4932,55,37,0
4933,55,38,0
4934,55,39,1
4935,55,40,0
4936,55,41,0
4937,55,42,0
4938,55,43,0
4939,55,44,0
4940,55,45,0
4941,55,46,0
4942,55,47,0
4943,55,48,0
4944,55,49,0
4945,55,50,0
4946,55,51,0
4947,55,52,0
4948,55,53,0
4949,55,54,0
4950,55,55,0
4951,55,56,0
4952,55,57,0
4953,55,58,0
4954,55,59,0
4955,55,60,0
4956,55,61,0
4957,55,62,0
4958,55,63,0
4959,55,64,1
4960,55,65,0
4961,55,66,0
4962,55,67,0
4963,55,68,0
4964,55,69,0
4965,55,70,0
4966,55,71,0
4967,55,72,0
4968,55,73,0
4969,55,74,0
4970,55,75,0
4971,55,76,0
4972,55,77,0
4973,55,78,0
4974,55,79,0
4975,55,80,0
4976,55,81,0
4977,55,82,0
4978,55,83,0
4979,55,84,0
4980,55,85,0
4981,55,86,0
4982,55,87,0
4983,55,88,0
4984,56,0,0
4985,56,1,1
4986,56,2,0
4987,56,3,0
4988,56,4,1
4989,56,5,1
4990,56,6,1
4991,56,7,0
4992,56,8,0
4993,56,9,0
4994,56,10,0
4995,56,11,0
4996,56,12,0
4997,56,13,1
4998,56,14,0
4999,56,15,0
5000,56,16,0
5001,56,17,0
5002,56,18,1
5003,56,19,0
5004,56,20,0
5005,56,21,0
5006,56,22,1
5007,56,23,0
5008,56,24,0
5009,56,25,0
5010,56,26,0
5011,56,27,0
5012,56,28,1
5013,56,29,0
5014,56,30,0
5015,56,31,0
5016,56,32,0
5017,56,33,0
5018,56,34,0
5019,56,35,0
5020,56,36,1
5021,56,37,0
5022,56,38,1
5023,56,39,0
5024,56,40,0
5025,56,41,0
5026,56,42,0
5027,56,43,0
5028,56,44,0
5029,56,45,0
5030,56,46,0
5031,56,47,0
5032,56,48,1
5033,56,49,0
5034,56,50,0
5035,56,51,1
5036,56,52,0
5037,56,53,0
5038,56,54,0
5039,56,55,0
5040,56,56,1
5041,56,57,0
5042,56,58,0
5043,56,59,0
5044,56,60,0
5045,56,61,1
5046,56,62,0
5047,56,63,0
5048,56,64,0
5049,56,65,0
5050,56,66,1
5051,56,67,0
5052,56,68,1
5053,56,69,1
5054,56,70,0
5055,56,71,1
5056,56,72,1
5057,56,73,0
5058,56,74,0
5059,56,75,1
5060,56,76,0
5061,56,77,0
5062,56,78,1
5063,56,79,0
5064,56,80,0
5065,56,81,1
5066,56,82,0
5067,56,83,1
5068,56,84,1
5069,56,85,1
5070,56,86,0
5071,56,87,0
5072,56,88,0
5073,57,0,0
5074,57,1,0
5075,57,2,0
5076,57,3,0
5077,57,4,0
5078,57,5,0
5079,57,6,0
5080,57,7,0
5081,57,8,0
5082,57,9,0
5083,57,10,0
5084,57,11,0
5085,57,12,0
5086,57,13,0
5087,57,14,0
5088,57,15,0
5089,57,16,0
5090,57,17,0
5091,57,18,0
5092,57,19,0
5093,57,20,0
5094,57,21,1
5095,57,22,0
5096,57,23,0
5097,57,24,0
5098,57,25,0
5099,57,26,0
5100,57,27,0
5101,57,28,1
5102,57,29,0
5103,57,30,0
5104,57,31,0
5105,57,32,0
5106,57,33,0
5107,57,34,0
5108,57,35,0
5109,57,36,0
5110,57,37,0
5111,57,38,0
5112,57,39,1
5113,57,40,1
5114,57,41,0
5115,57,42,0
5116,57,43,0
5117,57,44,0
5118,57,45,0
5119,57,46,0
5120,57,47,0
5121,57,48,0
5122,57,49,0
5123,57,50,0
5124,57,51,0
5125,57,52,0
5126,57,53,1
5127,57,54,0
5128,57,55,0
5129,57,56,0
5130,57,57,0
5131,57,58,0
5132,57,59,0
5133,57,60,0
5134,57,61,0
5135,57,62,1
5136,57,63,0
5137,57,64,1
5138,57,65,0
5139,57,66,0
5140,57,67,0
5141,57,68,0
5142,57,69,0
5143,57,70,0
5144,57,71,0
5145,57,72,0
5146,57,73,0
5147,57,74,0
5148,57,75,0
5149,57,76,0
5150,57,77,0
5151,57,78,0
5152,57,79,0
5153,57,80,0
5154,57,81,0
5155,57,82,0
5156,57,83,0
5157,57,84,0
5158,57,85,0
5159,57,86,0
5160,57,87,0
5161,57,88,0
5162,58,0,0
5163,58,1,0
5164,58,2,0
5165,58,3,0
5166,58,4,0
5167,58,5,1
5168,58,6,0
5169,58,7,0
5170,58,8,1
5171,58,9,0
5172,58,10,0
5173,58,11,0
5174,58,12,0
5175,58,13,0
5176,58,14,0
5177,58,15,0
5178,58,16,0
5179,58,17,0
5180,58,18,0
5181,58,19,1
5182,58,20,0
5183,58,21,0
5184,58,22,0
5185,58,23,0
5186,58,24,0
5187,58,25,0
5188,58,26,0
5189,58,27,0
5190,58,28,0
5191,58,29,0
5192,58,30,0
5193,58,31,0
5194,58,32,0
5195,58,33,0
5196,58,34,0
5197,58,35,0
5198,58,36,0
5199,58,37,0
5200,58,38,0
5201,58,39,0
5202,58,40,0
5203,58,41,0
5204,58,42,0
5205,58,43,1
5206,58,44,0
5207,58,45,0
5208,58,46,0
5209,58,47,0
5210,58,48,0
5211,58,49,0
5212,58,50,0
5213,58,51,0
5214,58,52,0
5215,58,53,1
5216,58,54,0
5217,58,55,0
5218,58,56,0
5219,58,57,0
5220,58,58,0
5221,58,59,0
5222,58,60,0
5223,58,61,1
5224,58,62,0
5225,58,63,0
5226,58,64,0
5227,58,65,1
5228,58,66,0
5229,58,67,0
5230,58,68,0
5231,58,69,0
5232,58,70,0
5233,58,71,0
5234,58,72,0
5235,58,73,1
5236,58,74,0
5237,58,75,0
5238,58,76,0
5239,58,77,1
5240,58,78,0
5241,58,79,0
5242,58,80,0
5243,58,81,0
5244,58,82,0
5245,58,83,0
5246,58,84,0
5247,58,85,0
5248,58,86,0
5249,58,87,0
5250,58,88,0
5251,59,0,0
5252,59,1,0
5253,59,2,0
5254,59,3,0
5255,59,4,0
5256,59,5,0
5257,59,6,0
5258,59,7,0
5259,59,8,0
5260,59,9,0
5261,59,10,0
5262,59,11,0
5263,59,12,0
5264,59,13,0
5265,59,14,0
5266,59,15,0
5267,59,16,0
5268,59,17,0
5269,59,18,0
5270,59,19,0
5271,59,20,0
5272,59,21,0
5273,59,22,0
5274,59,23,0
5275,59,24,0
5276,59,25,0
5277,59,26,0
5278,59,27,0
5279,59,28,0
5280,59,29,0
5281,59,30,0
5282,59,31,0
5283,59,32,0
5284,59,33,0
5285,59,34,0
5286,59,35,0
5287,59,36,0
5288,59,37,0
5289,59,38,0
5290,59,39,0
5291,59,40,0
5292,59,41,0
5293,59,42,0
5294,59,43,0
5295,59,44,0
5296,59,45,0
5297,59,46,0
5298,59,47,0
5299,59,48,1
5300,59,49,0
5301,59,50,0
5302,59,51,0
5303,59,52,0
5304,59,53,0
5305,59,54,0
5306,59,55,0
5307,59,56,0
5308,59,57,0
5309,59,58,0
5310,59,59,0
5311,59,60,0
5312,59,61,0
5313,59,62,0
5314,59,63,0
5315,59,64,0
5316,59,65,0
5317,59,66,0
5318,59,67,0
5319,59,68,1
5320,59,69,0
5321,59,70,0
5322,59,71,0
5323,59,72,0
5324,59,73,0
5325,59,74,0
5326,59,75,0
5327,59,76,0
5328,59,77,0
5329,59,78,0
5330,59,79,0
5331,59,80,0
5332,59,81,0
5333,59,82,0
5334,59,83,0
5335,59,84,1
5336,59,85,0
5337,59,86,0
5338,59,87,0
5339,59,88,0
5340,60,0,0
5341,60,1,0
5342,60,2,0
5343,60,3,0
5344,60,4,0
5345,60,5,0
5346,60,6,1
5347,60,7,0
5348,60,8,0
5349,60,9,0
5350,60,10,0
5351,60,11,0
5352,60,12,0
5353,60,13,0
5354,60,14,0
5355,60,15,0
5356,60,16,1
5357,60,17,0
5358,60,18,1
5359,60,19,0
5360,60,20,0
5361,60,21,0
5362,60,22,1
5363,60,23,0
5364,60,24,0
5365,60,25,0
5366,60,26,0
5367,60,27,0
5368,60,28,1
5369,60,29,0
5370,60,30,0
5371,60,31,1
5372,60,32,0
5373,60,33,0
5374,60,34,0
5375,60,35,1
5376,60,36,1
5377,60,37,0
5378,60,38,1
5379,60,39,0
5380,60,40,0
5381,60,41,0
5382,60,42,0
5383,60,43,0
5384,60,44,0
5385,60,45,0
5386,60,46,0
5387,60,47,0
5388,60,48,1
5389,60,49,1
5390,60,50,0
5391,60,51,0
5392,60,52,0
5393,60,53,0
5394,60,54,0
5395,60,55,0
5396,60,56,0
5397,60,57,0
5398,60,58,0
5399,60,59,0
5400,60,60,0
5401,60,61,0
5402,60,62,0
5403,60,63,0
5404,60,64,1
5405,60,65,0
5406,60,66,0
5407,60,67,0
5408,60,68,1
5409,60,69,0
5410,60,70,0
5411,60,71,1
5412,60,72,0
5413,60,73,0
5414,60,74,0
5415,60,75,1
5416,60,76,0
5417,60,77,0
5418,60,78,0
5419,60,79,0
5420,60,80,0
5421,60,81,1
5422,60,82,0
5423,60,83,0
5424,60,84,1
5425,60,85,0
5426,60,86,0
5427,60,87,0
5428,60,88,0
5429,61,0,0
5430,61,1,0
5431,61,2,0
5432,61,3,0
5433,61,4,0
5434,61,5,0
5435,61,6,0
5436,61,7,0
5437,61,8,0
5438,61,9,0
5439,61,10,0
5440,61,11,0
5441,61,12,0
5442,61,13,0
5443,61,14,0
5444,61,15,0
5445,61,16,0
5446,61,17,0
5447,61,18,0
5448,61,19,0
5449,61,20,0
5450,61,21,1
5451,61,22,0
5452,61,23,0
5453,61,24,0
5454,61,25,0
5455,61,26,0
5456,61,27,0
5457,61,28,1
5458,61,29,0
5459,61,30,0
5460,61,31,0
5461,61,32,0
5462,61,33,0
5463,61,34,0
5464,61,35,0
5465,61,36,0
5466,61,37,0
5467,61,38,0
5468,61,39,1
5469,61,40,1
5470,61,41,0
5471,61,42,0
5472,61,43,0
5473,61,44,0
5474,61,45,0
5475,61,46,0
5476,61,47,0
5477,61,48,0
5478,61,49,0
5479,61,50,0
5480,61,51,0
5481,61,52,0
5482,61,53,0
5483,61,54,0
5484,61,55,0
5485,61,56,0
5486,61,57,0
5487,61,58,0
5488,61,59,0
5489,61,60,0
5490,61,61,0
5491,61,62,1
5492,61,63,0
5493,61,64,1
5494,61,65,0
5495,61,66,0
5496,61,67,0
5497,61,68,0
5498,61,69,0
5499,61,70,0
5500,61,71,0
5501,61,72,0
5502,61,73,0
5503,61,74,0
5504,61,75,0
5505,61,76,0
5506,61,77,0
5507,61,78,0
5508,61,79,0
5509,61,80,0
5510,61,81,0
5511,61,82,0
5512,61,83,0
5513,61,84,0
5514,61,85,0
5515,61,86,0
5516,61,87,0
5517,61,88,0
5518,62,0,0
5519,62,1,0
5520,62,2,0
5521,62,3,0
5522,62,4,0
5523,62,5,0
5524,62,6,1
5525,62,7,0
5526,62,8,0
5527,62,9,0
5528,62,10,0
5529,62,11,0
5530,62,12,0
5531,62,13,0
5532,62,14,0
5533,62,15,0
5534,62,16,1
5535,62,17,1
5536,62,18,1
5537,62,19,0
5538,62,20,0
5539,62,21,0
5540,62,22,0
5541,62,23,0
5542,62,24,0
5543,62,25,0
5544,62,26,0
5545,62,27,0
5546,62,28,1
5547,62,29,0
5548,62,30,0
5549,62,31,1
5550,62,32,0
5551,62,33,0
5552,62,34,0
5553,62,35,1
5554,62,36,1
5555,62,37,0
5556,62,38,1
5557,62,39,0
5558,62,40,0
5559,62,41,0
5560,62,42,0
5561,62,43,0
5562,62,44,0
5563,62,45,0
5564,62,46,0
5565,62,47,0
5566,62,48,1
5567,62,49,1
5568,62,50,0
5569,62,51,0
5570,62,52,1
5571,62,53,0
5572,62,54,0
5573,62,55,1
5574,62,56,1
5575,62,57,0
5576,62,58,0
5577,62,59,0
5578,62,60,0
5579,62,61,0
5580,62,62,0
5581,62,63,1
5582,62,64,0
5583,62,65,0
5584,62,66,0
5585,62,67,0
5586,62,68,1
5587,62,69,1
5588,62,70,0
5589,62,71,1
5590,62,72,0
5591,62,73,0
5592,62,74,0
5593,62,75,1
5594,62,76,0
5595,62,77,0
5596,62,78,0
5597,62,79,0
5598,62,80,0
5599,62,81,1
5600,62,82,0
5601,62,83,0
5602,62,84,1
5603,62,85,0
5604,62,86,0
5605,62,87,0
5606,62,88,0
5607,63,0,0
5608,63,1,0
5609,63,2,0
5610,63,3,0
5611,63,4,0
5612,63,5,0
5613,63,6,0
5614,63,7,0
5615,63,8,0
5616,63,9,0
5617,63,10,0
5618,63,11,0
5619,63,12,0
5620,63,13,0
5621,63,14,0
5622,63,15,0
5623,63,16,0
5624,63,17,0
5625,63,18,0
5626,63,19,0
5627,63,20,0
5628,63,21,0
5629,63,22,0
5630,63,23,0
5631,63,24,0
5632,63,25,0
5633,63,26,0
5634,63,27,0
5635,63,28,0
5636,63,29,0
5637,63,30,0
5638,63,31,0
5639,63,32,0
5640,63,33,0
5641,63,34,0
5642,63,35,0
5643,63,36,1
5644,63,37,0
5645,63,38,0
5646,63,39,0
5647,63,40,0
5648,63,41,0
5649,63,42,0
5650,63,43,0
5651,63,44,0
5652,63,45,0
5653,63,46,0
5654,63,47,0
5655,63,48,1
5656,63,49,0
5657,63,50,0
5658,63,51,0
5659,63,52,0
5660,63,53,0
5661,63,54,0
5662,63,55,0
5663,63,56,0
5664,63,57,0
5665,63,58,0
5666,63,59,0
5667,63,60,0
5668,63,61,0
5669,63,62,0
5670,63,63,0
5671,63,64,0
5672,63,65,0
5673,63,66,0
5674,63,67,0
5675,63,68,1
5676,63,69,0
5677,63,70,0
5678,63,71,0
5679,63,72,0
5680,63,73,0
5681,63,74,0
5682,63,75,1
5683,63,76,0
5684,63,77,0
5685,63,78,0
5686,63,79,0
5687,63,80,0
5688,63,81,0
5689,63,82,0
5690,63,83,0
5691,63,84,1
5692,63,85,0
5693,63,86,0
5694,63,87,0
5695,63,88,0
5696,64,0,0
5697,64,1,0
5698,64,2,0
5699,64,3,0
5700,64,4,1
5701,64,5,0
5702,64,6,1
5703,64,7,0
5704,64,8,0
5705,64,9,0
5706,64,10,0
5707,64,11,0
5708,64,12,0
5709,64,13,1
5710,64,14,0
5711,64,15,0
5712,64,16,0
5713,64,17,0
5714,64,18,0
5715,64,19,0
5716,64,20,0
5717,64,21,0
5718,64,22,1
5719,64,23,0
5720,64,24,0
5721,64,25,0
5722,64,26,0
5723,64,27,0
5724,64,28,1
5725,64,29,0
5726,64,30,0
5727,64,31,0
5728,64,32,0
5729,64,33,0
5730,64,34,0
5731,64,35,0
5732,64,36,1
5733,64,37,0
5734,64,38,0
5735,64,39,0
5736,64,40,0
5737,64,41,0
5738,64,42,0
5739,64,43,0
5740,64,44,0
5741,64,45,0
5742,64,46,0
5743,64,47,0
5744,64,48,0
5745,64,49,0
5746,64,50,0
5747,64,51,0
5748,64,52,0
5749,64,53,0
5750,64,54,0
5751,64,55,0
5752,64,56,0
5753,64,57,0
5754,64,58,0
5755,64,59,0
5756,64,60,0
5757,64,61,0
5758,64,62,0
5759,64,63,0
5760,64,64,0
5761,64,65,0
5762,64,66,0
5763,64,67,0
5764,64,68,1
5765,64,69,0
5766,64,70,0
5767,64,71,1
5768,64,72,0
5769,64,73,0
5770,64,74,0
5771,64,75,0
5772,64,76,0
5773,64,77,0
5774,64,78,0
5775,64,79,0
5776,64,80,0
5777,64,81,1
5778,64,82,0
5779,64,83,1
5780,64,84,1
5781,64,85,0
5782,64,86,0
5783,64,87,0
5784,64,88,0
5785,65,0,0
5786,65,1,0
5787,65,2,0
5788,65,3,0
5789,65,4,0
5790,65,5,0
5791,65,6,0
5792,65,7,1
5793,65,8,0
5794,65,9,0
5795,65,10,0
5796,65,11,0
5797,65,12,0
5798,65,13,0
5799,65,14,0
5800,65,15,0
5801,65,16,0
5802,65,17,0
5803,65,18,0
5804,65,19,0
5805,65,20,0
5806,65,21,0
5807,65,22,0
5808,65,23,0
5809,65,24,0
5810,65,25,0
5811,65,26,0
5812,65,27,0
5813,65,28,0
5814,65,29,0
5815,65,30,0
5816,65,31,0
5817,65,32,0
5818,65,33,0
5819,65,34,0
5820,65,35,0
5821,65,36,0
5822,65,37,0
5823,65,38,0
5824,65,39,0
5825,65,40,0
5826,65,41,0
5827,65,42,0
5828,65,43,0
5829,65,44,0
5830,65,45,0
5831,65,46,0
5832,65,47,0
5833,65,48,0
5834,65,49,0
5835,65,50,0
5836,65,51,0
5837,65,52,0
5838,65,53,0
5839,65,54,0
5840,65,55,0
5841,65,56,0
5842,65,57,0
5843,65,58,0
5844,65,59,0
5845,65,60,0
5846,65,61,0
5847,65,62,0
5848,65,63,0
5849,65,64,0
5850,65,65,0
5851,65,66,0
5852,65,67,0
5853,65,68,0
5854,65,69,0
5855,65,70,0
5856,65,71,0
5857,65,72,0
5858,65,73,0
5859,65,74,0
5860,65,75,0
5861,65,76,0
5862,65,77,0
5863,65,78,0
5864,65,79,0
5865,65,80,0
5866,65,81,0
5867,65,82,0
5868,65,83,1
5869,65,84,0
5870,65,85,0
5871,65,86,0
5872,65,87,0
5873,65,88,0
5874,66,0,0
5875,66,1,0
5876,66,2,0
5877,66,3,0
5878,66,4,0
5879,66,5,0
5880,66,6,0
5881,66,7,0
5882,66,8,0
5883,66,9,0
5884,66,10,0
5885,66,11,0
5886,66,12,0
5887,66,13,0
5888,66,14,0
5889,66,15,0
5890,66,16,0
5891,66,17,0
5892,66,18,0
5893,66,19,0
5894,66,20,0
5895,66,21,0
5896,66,22,0
5897,66,23,0
5898,66,24,0
5899,66,25,0
5900,66,26,0
5901,66,27,0
5902,66,28,0
5903,66,29,0
5904,66,30,0
5905,66,31,0
5906,66,32,0
5907,66,33,0
5908,66,34,0
5909,66,35,0
5910,66,36,0
5911,66,37,0
5912,66,38,0
5913,66,39,1
5914,66,40,0
5915,66,41,0
5916,66,42,0
5917,66,43,0
5918,66,44,0
5919,66,45,0
5920,66,46,0
5921,66,47,0
5922,66,48,0
5923,66,49,0
5924,66,50,0
5925,66,51,0
5926,66,52,0
5927,66,53,0
5928,66,54,0
5929,66,55,0
5930,66,56,0
5931,66,57,0
5932,66,58,0
5933,66,59,0
5934,66,60,0
5935,66,61,0
5936,66,62,0
5937,66,63,0
5938,66,64,0
5939,66,65,0
5940,66,66,0
5941,66,67,0
5942,66,68,0
5943,66,69,0
5944,66,70,0
5945,66,71,0
5946,66,72,0
5947,66,73,0
5948,66,74,0
5949,66,75,0
5950,66,76,0
5951,66,77,0
5952,66,78,0
5953,66,79,0
5954,66,80,0
5955,66,81,0
5956,66,82,0
5957,66,83,0
5958,66,84,0
5959,66,85,0
5960,66,86,0
5961,66,87,0
5962,66,88,0
5963,67,0,0
5964,67,1,0
5965,67,2,0
5966,67,3,0
5967,67,4,1
5968,67,5,0
5969,67,6,1
5970,67,7,0
5971,67,8,0
5972,67,9,0
5973,67,10,0
5974,67,11,0
5975,67,12,0
5976,67,13,1
5977,67,14,0
5978,67,15,0
5979,67,16,0
5980,67,17,0
5981,67,18,0
5982,67,19,0
5983,67,20,0
5984,67,21,0
5985,67,22,1
5986,67,23,0
5987,67,24,0
5988,67,25,0
5989,67,26,0
5990,67,27,0
5991,67,28,1
5992,67,29,0
5993,67,30,0
5994,67,31,0
5995,67,32,0
5996,67,33,0
5997,67,34,0
5998,67,35,0
5999,67,36,1
6000,67,37,0
6001,67,38,0
6002,67,39,0
6003,67,40,0
6004,67,41,0
6005,67,42,0
6006,67,43,0
6007,67,44,0
6008,67,45,0
6009,67,46,0
6010,67,47,0
6011,67,48,0
6012,67,49,0
6013,67,50,0
6014,67,51,0
6015,67,52,0
6016,67,53,0
6017,67,54,0
6018,67,55,0
6019,67,56,1
6020,67,57,0
6021,67,58,0
6022,67,59,0
6023,67,60,0
6024,67,61,0
6025,67,62,0
6026,67,63,0
6027,67,64,0
6028,67,65,0
6029,67,66,0
6030,67,67,0
6031,67,68,1
6032,67,69,0
6033,67,70,0
6034,67,71,1
6035,67,72,0
6036,67,73,0
6037,67,74,0
6038,67,75,0
6039,67,76,0
6040,67,77,0
6041,67,78,0
6042,67,79,0
6043,67,80,0
6044,67,81,1
6045,67,82,0
6046,67,83,1
6047,67,84,1
6048,67,85,0
6049,67,86,0
6050,67,87,0
6051,67,88,0
6052,68,0,0
6053,68,1,0
6054,68,2,0
6055,68,3,0
6056,68,4,0
6057,68,5,0
6058,68,6,0
6059,68,7,0
6060,68,8,1
6061,68,9,0
6062,68,10,0
6063,68,11,0
6064,68,12,0
6065,68,13,0
6066,68,14,0
6067,68,15,0
6068,68,16,0
6069,68,17,0
6070,68,18,0
6071,68,19,0
6072,68,20,0
6073,68,21,0
6074,68,22,0
6075,68,23,0
6076,68,24,0
6077,68,25,0
6078,68,26,0
6079,68,27,0
6080,68,28,0
6081,68,29,0
6082,68,30,0
6083,68,31,0
6084,68,32,0
6085,68,33,0
6086,68,34,0
6087,68,35,0
6088,68,36,0
6089,68,37,0
6090,68,38,0
6091,68,39,0
6092,68,40,0
6093,68,41,0
6094,68,42,0
6095,68,43,0
6096,68,44,0
6097,68,45,0
6098,68,46,0
6099,68,47,0
6100,68,48,0
6101,68,49,0
6102,68,50,0
6103,68,51,0
6104,68,52,0
6105,68,53,0
6106,68,54,0
6107,68,55,0
6108,68,56,0
6109,68,57,0
6110,68,58,0
6111,68,59,0
6112,68,60,0
6113,68,61,1
6114,68,62,0
6115,68,63,0
6116,68,64,0
6117,68,65,1
6118,68,66,0
6119,68,67,0
6120,68,68,0
6121,68,69,0
6122,68,70,0
6123,68,71,0
6124,68,72,0
6125,68,73,0
6126,68,74,0
6127,68,75,0
6128,68,76,0
6129,68,77,0
6130,68,78,0
6131,68,79,0
6132,68,80,0
6133,68,81,0
6134,68,82,0
6135,68,83,0
6136,68,84,0
6137,68,85,0
6138,68,86,0
6139,68,87,0
6140,68,88,0
6141,69,0,0
6142,69,1,0
6143,69,2,0
6144,69,3,0
6145,69,4,0
6146,69,5,0
6147,69,6,1
6148,69,7,0
6149,69,8,0
6150,69,9,0
6151,69,10,0
6152,69,11,0
6153,69,12,0
6154,69,13,0
6155,69,14,0
6156,69,15,0
6157,69,16,0
6158,69,17,0
6159,69,18,1
6160,69,19,0
6161,69,20,0
6162,69,21,0
6163,69,22,0
6164,69,23,0
6165,69,24,0
6166,69,25,0
6167,69,26,0
6168,69,27,0
6169,69,28,0
6170,69,29,0
6171,69,30,0
6172,69,31,1
6173,69,32,0
6174,69,33,0
6175,69,34,0
6176,69,35,1
6177,69,36,1
6178,69,37,0
6179,69,38,0
6180,69,39,0
6181,69,40,0
6182,69,41,0
6183,69,42,0
6184,69,43,0
6185,69,44,0
6186,69,45,0
6187,69,46,0
6188,69,47,0
6189,69,48,1
6190,69,49,1
6191,69,50,0
6192,69,51,0
6193,69,52,0
6194,69,53,0
6195,69,54,0
6196,69,55,0
6197,69,56,0
6198,69,57,0
6199,69,58,0
6200,69,59,0
6201,69,60,0
6202,69,61,0
6203,69,62,0
6204,69,63,0
6205,69,64,1
6206,69,65,0
6207,69,66,0
6208,69,67,0
6209,69,68,1
6210,69,69,0
6211,69,70,0
6212,69,71,1
6213,69,72,0
6214,69,73,0
6215,69,74,0
6216,69,75,1
6217,69,76,0
6218,69,77,0
6219,69,78,0
6220,69,79,0
6221,69,80,0
6222,69,81,1
6223,69,82,0
6224,69,83,0
6225,69,84,1
6226,69,85,0
6227,69,86,0
6228,69,87,0
6229,69,88,0
6230,70,0,0
6231,70,1,0
6232,70,2,0
6233,70,3,0
6234,70,4,0
6235,70,5,0
6236,70,6,0
6237,70,7,0
6238,70,8,1
6239,70,9,0
6240,70,10,0
6241,70,11,0
6242,70,12,0
6243,70,13,0
6244,70,14,0
6245,70,15,0
6246,70,16,0
6247,70,17,0
6248,70,18,0
6249,70,19,0
6250,70,20,0
6251,70,21,0
6252,70,22,0
6253,70,23,0
6254,70,24,0
6255,70,25,0
6256,70,26,0
6257,70,27,0
6258,70,28,0
6259,70,29,0
6260,70,30,0
6261,70,31,0
6262,70,32,0
6263,70,33,0
6264,70,34,0
6265,70,35,0
6266,70,36,0
6267,70,37,0
6268,70,38,0
6269,70,39,0
6270,70,40,0
6271,70,41,0
6272,70,42,0
6273,70,43,0
6274,70,44,0
6275,70,45,0
6276,70,46,0
6277,70,47,0
6278,70,48,0
6279,70,49,0
6280,70,50,0
6281,70,51,0
6282,70,52,0
6283,70,53,0
6284,70,54,0
6285,70,55,0
6286,70,56,0
6287,70,57,0
6288,70,58,0
6289,70,59,0
6290,70,60,0
6291,70,61,1
6292,70,62,0
6293,70,63,0
6294,70,64,0
6295,70,65,1
6296,70,66,0
6297,70,67,0
6298,70,68,0
6299,70,69,0
6300,70,70,0
6301,70,71,0
6302,70,72,0
6303,70,73,0
6304,70,74,0
6305,70,75,0
6306,70,76,0
6307,70,77,0
6308,70,78,0
6309,70,79,0
6310,70,80,0
6311,70,81,0
6312,70,82,0
6313,70,83,0
6314,70,84,0
6315,70,85,0
6316,70,86,0
6317,70,87,0
6318,70,88,0
6319,71,0,0
6320,71,1,0
6321,71,2,0
6322,71,3,0
6323,71,4,1
6324,71,5,0
6325,71,6,1
6326,71,7,0
6327,71,8,0
6328,71,9,0
6329,71,10,0
6330,71,11,0
6331,71,12,0
6332,71,13,1
6333,71,14,0
6334,71,15,0
6335,71,16,0
6336,71,17,0
6337,71,18,0
6338,71,19,0
6339,71,20,0
6340,71,21,0
6341,71,22,0
6342,71,23,0
6343,71,24,0
6344,71,25,0
6345,71,26,0
6346,71,27,0
6347,71,28,1
6348,71,29,0
6349,71,30,0
6350,71,31,0
6351,71,32,0
6352,71,33,0
6353,71,34,0
6354,71,35,0
6355,71,36,1
6356,71,37,0
6357,71,38,0
6358,71,39,0
6359,71,40,0
6360,71,41,0
6361,71,42,0
6362,71,43,0
6363,71,44,0
6364,71,45,0
6365,71,46,0
6366,71,47,0
6367,71,48,0
6368,71,49,0
6369,71,50,0
6370,71,51,0
6371,71,52,0
6372,71,53,0
6373,71,54,0
6374,71,55,0
6375,71,56,1
6376,71,57,0
6377,71,58,0
6378,71,59,0
6379,71,60,0
6380,71,61,0
6381,71,62,0
6382,71,63,0
6383,71,64,0
6384,71,65,0
6385,71,66,0
6386,71,67,0
6387,71,68,1
6388,71,69,0
6389,71,70,0
6390,71,71,1
6391,71,72,0
6392,71,73,0
6393,71,74,0
6394,71,75,0
6395,71,76,0
6396,71,77,0
6397,71,78,0
6398,71,79,0
6399,71,80,0
6400,71,81,1
6401,71,82,0
6402,71,83,1
6403,71,84,1
6404,71,85,0
6405,71,86,0
6406,71,87,0
6407,71,88,0
6408,72,0,0
6409,72,1,0
6410,72,2,0
6411,72,3,0
6412,72,4,0
6413,72,5,0
6414,72,6,1
6415,72,7,0
6416,72,8,0
6417,72,9,0
6418,72,10,0
6419,72,11,0
6420,72,12,0
6421,72,13,0
6422,72,14,0
6423,72,15,0
6424,72,16,1
6425,72,17,1
6426,72,18,1
6427,72,19,0
6428,72,20,0
6429,72,21,0
6430,72,22,1
6431,72,23,0
6432,72,24,0
6433,72,25,0
6434,72,26,0
6435,72,27,0
6436,72,28,1
6437,72,29,0
6438,72,30,0
6439,72,31,1
6440,72,32,0
6441,72,33,0
6442,72,34,0
6443,72,35,1
6444,72,36,1
6445,72,37,0
6446,72,38,1
6447,72,39,0
6448,72,40,0
6449,72,41,0
6450,72,42,0
6451,72,43,0
