RNA_id,mol_id,true_affinity,predicted_affinity,ablation,fold,seed
Target_203,1769,7.744727611541748,6.6128058433532715,target-swap,1,2
Target_346,813,5.63432502746582,5.54570198059082,target-swap,1,2
Target_83,211,2.4559319019317627,5.173667907714844,target-swap,1,2
Target_212,340,6.221848964691162,4.42484712600708,target-swap,1,2
Target_267,805,7.397940158843994,4.682651519775391,target-swap,1,2
Target_212,675,3.4202163219451904,4.084956169128418,target-swap,1,2
Target_402,2173,4.958607196807861,5.789052963256836,target-swap,1,2
Target_411,2404,5.638272285461426,6.599244594573975,target-swap,1,2
Target_380,1960,7.537601947784424,6.083603858947754,target-swap,1,2
Target_158,710,5.844664096832275,5.621036529541016,target-swap,1,2
Target_78,1371,5.494850158691406,4.628091812133789,target-swap,1,2
Target_323,2073,5.684029579162598,5.674745559692383,target-swap,1,2
Target_372,2322,8.180456161499023,6.639617919921875,target-swap,1,2
Target_212,372,5.443697452545166,4.444767951965332,target-swap,1,2
Target_383,751,6.013228416442871,5.2286529541015625,target-swap,1,2
Target_348,2460,6.036684513092041,5.955104827880859,target-swap,1,2
Target_150,1909,6.318758964538574,5.255554676055908,target-swap,1,2
Target_356,1298,3.6946487426757812,7.332940578460693,target-swap,1,2
Target_212,687,3.649751901626587,3.6719982624053955,target-swap,1,2
Target_212,667,3.6556077003479004,4.228817939758301,target-swap,1,2
Target_267,806,6.7695512771606445,3.647552490234375,target-swap,1,2
Target_323,916,4.958607196807861,5.258434295654297,target-swap,1,2
Target_78,1374,5.568636417388916,5.375884532928467,target-swap,1,2
Target_76,1319,0.46724560856819153,7.13129186630249,target-swap,1,2
Target_90,2229,5.221848964691162,6.170655250549316,target-swap,1,2
Target_69,2083,6.3565473556518555,7.581394672393799,target-swap,1,2
Target_26,863,6.267606258392334,7.202356815338135,target-swap,1,2
Target_385,1128,7.133121967315674,5.665787696838379,target-swap,1,2
Target_319,1190,5.886056423187256,3.8634443283081055,target-swap,1,2
Target_150,1922,4.408935546875,5.040722846984863,target-swap,1,2
Target_158,712,4.924453258514404,4.933871746063232,target-swap,1,2
Target_158,279,2.301029920578003,3.0997700691223145,target-swap,1,2
Target_158,273,3.2596373558044434,3.030167579650879,target-swap,1,2
Target_218,1855,5.275723934173584,6.938051223754883,target-swap,1,2
Target_212,626,4.408935546875,4.437318801879883,target-swap,1,2
Target_269,2434,7.301030158996582,4.9845805168151855,target-swap,1,2
Target_99,789,5.552842140197754,6.382084369659424,target-swap,1,2
Target_212,637,4.1674909591674805,3.0276119709014893,target-swap,1,2
Target_260,958,6.537601947784424,5.199610710144043,target-swap,1,2
Target_78,1365,5.92081880569458,4.5079193115234375,target-swap,1,2
Target_158,1713,3.4788618087768555,5.691062927246094,target-swap,1,2
Target_212,617,5.79587984085083,4.356766223907471,target-swap,1,2
Target_345,1577,5.397940158843994,6.282628059387207,target-swap,1,2
Target_212,358,5.6575775146484375,4.3753533363342285,target-swap,1,2
Target_141,2481,4.602059841156006,4.56005859375,target-swap,1,2
Target_225,1595,4.346787452697754,4.250592231750488,target-swap,1,2
Target_161,937,2.6382720470428467,5.422362804412842,target-swap,1,2
Target_158,1251,5.12493896484375,4.869875907897949,target-swap,1,2
Target_164,1823,6.92081880569458,6.068058967590332,target-swap,1,2
Target_212,137,3.6003262996673584,4.479005813598633,target-swap,1,2
Target_142,1195,6.096909999847412,4.693171501159668,target-swap,1,2
Target_260,967,3.7878124713897705,5.295802116394043,target-swap,1,2
Target_146,2500,5.79587984085083,5.701896667480469,target-swap,1,2
Target_203,1770,6.370794296264648,6.573507308959961,target-swap,1,2
Target_433,2106,7.713318824768066,6.542896270751953,target-swap,1,2
Target_402,2175,6.207608222961426,6.109827041625977,target-swap,1,2
Target_82,1307,6.316953182220459,5.076694488525391,target-swap,1,2
Target_212,608,7.397940158843994,4.404029846191406,target-swap,1,2
Target_346,2452,6.088842391967773,5.8708062171936035,target-swap,1,2
Target_5,1311,4.337242126464844,3.7283458709716797,target-swap,1,2
Target_393,1047,5.070580959320068,5.304162979125977,target-swap,1,2
Target_61,288,5.243896484375,4.226097106933594,target-swap,1,2
Target_212,368,1.6946486234664917,3.4079182147979736,target-swap,1,2
Target_351,1946,6.107905387878418,7.399312496185303,target-swap,1,2
Target_288,1731,6.892789840698242,6.635405540466309,target-swap,1,2
Target_149,920,3.0,3.078770160675049,target-swap,1,2
Target_393,1046,5.12493896484375,5.3437180519104,target-swap,1,2
Target_158,718,2.0092172622680664,3.1715989112854004,target-swap,1,2
Target_212,625,4.958607196807861,4.7475385665893555,target-swap,1,2
Target_63,1293,7.386157989501953,6.524397850036621,target-swap,1,2
Target_153,1161,7.236571788787842,6.2976179122924805,target-swap,1,2
Target_403,2445,6.619788646697998,5.1234049797058105,target-swap,1,2
Target_378,784,4.698969841003418,5.860581874847412,target-swap,1,2
Target_83,214,3.301029920578003,5.251333713531494,target-swap,1,2
Target_212,133,3.665546178817749,4.2624101638793945,target-swap,1,2
Target_453,1607,4.484126091003418,5.45723819732666,target-swap,1,2
Target_78,1352,5.638272285461426,4.9811482429504395,target-swap,1,2
Target_226,2257,5.408935546875,5.434116363525391,target-swap,1,2
Target_383,746,5.15490198135376,5.8204450607299805,target-swap,1,2
Target_173,942,6.823908805847168,5.967310905456543,target-swap,1,2
Target_433,401,5.096909999847412,5.512408256530762,target-swap,1,2
Target_212,684,3.6252517700195312,3.672417640686035,target-swap,1,2
Target_390,1401,4.490797519683838,5.791416168212891,target-swap,1,2
Target_149,2078,5.005682945251465,5.240789413452148,target-swap,1,2
Target_93,1566,5.301030158996582,5.536111831665039,target-swap,1,2
Target_267,802,5.397940158843994,3.315568447113037,target-swap,1,2
Target_406,2145,6.15490198135376,6.349874496459961,target-swap,1,2
Target_161,936,2.853872060775757,5.842578411102295,target-swap,1,2
Target_122,97,5.602059841156006,5.928494453430176,target-swap,1,2
Target_445,297,6.494850158691406,6.329010963439941,target-swap,1,2
Target_158,2053,6.32239294052124,6.10677433013916,target-swap,1,2
Target_174,1558,6.732828140258789,4.761442184448242,target-swap,1,2
Target_334,949,6.455932140350342,5.860878944396973,target-swap,1,2
Target_218,1852,6.568636417388916,6.348963260650635,target-swap,1,2
Target_56,2113,6.647817611694336,6.7499308586120605,target-swap,1,2
Target_212,157,3.863279342651367,4.407127380371094,target-swap,1,2
Target_33,39,4.0,3.979703187942505,target-swap,1,2
Target_147,846,4.602059841156006,3.2965848445892334,target-swap,1,2
Target_406,2099,5.7695512771606445,5.392820358276367,target-swap,1,2
Target_149,921,4.958607196807861,5.172331809997559,target-swap,1,2
Target_348,2461,6.057000637054443,5.868394374847412,target-swap,1,2
Target_154,2064,5.295849323272705,5.378098011016846,target-swap,1,2
Target_88,1961,7.886056423187256,5.860820293426514,target-swap,1,2
Target_212,147,3.609064817428589,4.5431342124938965,target-swap,1,2
Target_351,1838,5.337242126464844,6.8532185554504395,target-swap,1,2
Target_260,960,4.494850158691406,4.448209762573242,target-swap,1,2
Target_158,257,2.522878646850586,3.5794126987457275,target-swap,1,2
Target_446,1896,6.221848964691162,5.517045497894287,target-swap,1,2
Target_212,2350,3.3575353622436523,3.493140697479248,target-swap,1,2
Target_406,2154,6.0,6.34976863861084,target-swap,1,2
Target_445,296,6.853871822357178,5.893366813659668,target-swap,1,2
Target_4,1412,4.374687671661377,5.512942314147949,target-swap,1,2
Target_195,1810,5.882728576660156,8.994709968566895,target-swap,1,2
Target_442,1150,7.494850158691406,7.429033279418945,target-swap,2,2
Target_432,1181,4.853871822357178,5.236150741577148,target-swap,2,2
Target_56,385,7.301030158996582,6.908738613128662,target-swap,2,2
Target_158,249,6.0,6.17568826675415,target-swap,2,2
Target_384,1574,5.096909999847412,5.736780166625977,target-swap,2,2
Target_446,1889,6.494850158691406,6.189714431762695,target-swap,2,2
Target_218,1846,6.619788646697998,6.261154651641846,target-swap,2,2
Target_318,457,5.337242126464844,4.37678337097168,target-swap,2,2
Target_82,1302,6.289036750793457,5.233428955078125,target-swap,2,2
Target_308,2467,5.456925868988037,6.777432918548584,target-swap,2,2
Target_212,338,7.0,3.6063623428344727,target-swap,2,2
Target_114,1268,4.0,4.28376579284668,target-swap,2,2
Target_390,1397,4.560667514801025,5.0584516525268555,target-swap,2,2
Target_357,2275,8.455931663513184,6.749556541442871,target-swap,2,2
Target_212,144,3.616184711456299,4.367765426635742,target-swap,2,2
Target_158,799,6.15490198135376,6.124123573303223,target-swap,2,2
Target_348,2457,5.639785289764404,5.063992500305176,target-swap,2,2
Target_212,639,5.823908805847168,3.1996026039123535,target-swap,2,2
Target_212,139,3.396855592727661,4.006157875061035,target-swap,2,2
Target_151,1613,4.0,5.00901985168457,target-swap,2,2
Target_386,1766,6.715343952178955,6.3861823081970215,target-swap,2,2
Target_346,814,5.69293212890625,5.176297187805176,target-swap,2,2
Target_146,790,3.102372884750366,5.478499412536621,target-swap,2,2
Target_158,269,2.522878646850586,3.3414363861083984,target-swap,2,2
Target_212,100,5.455932140350342,2.6318862438201904,target-swap,2,2
Target_212,351,5.443697452545166,2.6918506622314453,target-swap,2,2
Target_169,2121,6.301030158996582,6.5428571701049805,target-swap,2,2
Target_158,1253,5.619788646697998,3.4837827682495117,target-swap,2,2
Target_212,143,3.8446638584136963,4.395646572113037,target-swap,2,2
Target_334,1130,7.4685211181640625,7.012796401977539,target-swap,2,2
Target_433,396,8.886056900024414,7.665085315704346,target-swap,2,2
Target_212,666,3.9788107872009277,3.378200054168701,target-swap,2,2
Target_174,1557,6.425968647003174,5.447627067565918,target-swap,2,2
Target_242,944,4.853871822357178,3.453486204147339,target-swap,2,2
Target_260,997,5.7695512771606445,5.035287857055664,target-swap,2,2
Target_132,859,5.756961822509766,5.76485538482666,target-swap,2,2
Target_390,1420,6.823908805847168,4.864513397216797,target-swap,2,2
Target_192,40,3.221848726272583,4.779285430908203,target-swap,2,2
Target_406,2150,5.397940158843994,7.607540607452393,target-swap,2,2
Target_209,2379,6.481485843658447,5.607778072357178,target-swap,2,2
Target_78,1334,5.318758964538574,5.764061450958252,target-swap,2,2
Target_288,1729,4.744727611541748,4.944345951080322,target-swap,2,2
Target_30,307,5.79587984085083,5.042515754699707,target-swap,2,2
Target_212,612,4.408935546875,3.9778008460998535,target-swap,2,2
Target_225,1590,5.096909999847412,4.806161880493164,target-swap,2,2
Target_183,1866,5.318758964538574,4.307604789733887,target-swap,2,2
Target_407,2092,5.522878646850586,5.729362964630127,target-swap,2,2
Target_348,2456,5.594482898712158,5.1578874588012695,target-swap,2,2
Target_433,2288,5.301030158996582,4.64935827255249,target-swap,2,2
Target_212,674,3.5512936115264893,4.616571426391602,target-swap,2,2
Target_212,663,3.0,2.9132919311523438,target-swap,2,2
Target_126,1110,7.602059841156006,6.340256214141846,target-swap,2,2
Target_229,1164,7.602059841156006,5.943889141082764,target-swap,2,2
Target_335,2194,4.92081880569458,5.953734874725342,target-swap,2,2
Target_355,2261,6.653646945953369,7.263677597045898,target-swap,2,2
Target_183,1860,5.853871822357178,4.765015125274658,target-swap,2,2
Target_123,1616,5.251811981201172,4.329733848571777,target-swap,2,2
Target_378,786,5.3098039627075195,5.295296669006348,target-swap,2,2
Target_212,362,2.853872060775757,1.9438409805297852,target-swap,2,2
Target_174,1556,6.522878646850586,5.784092903137207,target-swap,2,2
Target_94,2070,5.812479496002197,6.402196884155273,target-swap,2,2
Target_432,1521,4.77211332321167,4.56961727142334,target-swap,2,2
Target_175,1040,5.677780628204346,4.955897331237793,target-swap,2,2
Target_212,103,5.7695512771606445,1.562913179397583,target-swap,2,2
Target_323,917,5.221848964691162,5.134782791137695,target-swap,2,2
Target_212,621,4.3098039627075195,2.6077523231506348,target-swap,2,2
Target_223,2263,8.533132553100586,5.434191703796387,target-swap,2,2
Target_212,678,3.9586071968078613,4.486783027648926,target-swap,2,2
Target_396,867,6.28399658203125,6.1165361404418945,target-swap,2,2
Target_363,1300,6.600326061248779,5.723938941955566,target-swap,2,2
Target_212,335,7.0,2.7323055267333984,target-swap,2,2
Target_90,2223,5.522878646850586,5.138765335083008,target-swap,2,2
Target_150,1903,5.92081880569458,5.405237674713135,target-swap,2,2
Target_335,2197,5.455932140350342,6.118298053741455,target-swap,2,2
Target_372,95,2.397939920425415,4.271694183349609,target-swap,2,2
Target_212,2348,4.161150932312012,2.6077523231506348,target-swap,2,2
Target_245,1318,4.7798919677734375,5.5702924728393555,target-swap,2,2
Target_179,1113,7.494850158691406,7.308965682983398,target-swap,2,2
Target_212,688,3.7033348083496094,3.2697787284851074,target-swap,2,2
Target_6,318,7.7695512771606445,8.416733741760254,target-swap,2,2
Target_183,1862,5.823908805847168,3.931628942489624,target-swap,2,2
Target_212,618,4.958607196807861,4.597368240356445,target-swap,2,2
Target_390,1393,4.279840469360352,5.058142185211182,target-swap,2,2
Target_183,1864,5.721246242523193,4.146798133850098,target-swap,2,2
Target_212,380,5.958607196807861,2.8180365562438965,target-swap,2,2
Target_232,1217,6.275723934173584,4.473845481872559,target-swap,2,2
Target_32,2043,5.055517196655273,5.346512317657471,target-swap,2,2
Target_402,2181,5.096909999847412,5.6699323654174805,target-swap,2,2
Target_446,1892,5.853871822357178,4.596875190734863,target-swap,2,2
Target_90,2221,5.1674909591674805,4.745479106903076,target-swap,2,2
Target_212,2353,2.9669785499572754,3.0114214420318604,target-swap,2,2
Target_71,1037,5.017728805541992,4.853912353515625,target-swap,2,2
Target_158,2054,6.821022987365723,5.509601593017578,target-swap,2,2
Target_212,365,2.207608222961426,4.989166259765625,target-swap,2,2
Target_228,1888,6.853871822357178,7.620463848114014,target-swap,2,2
Target_94,2071,6.07572078704834,6.599857330322266,target-swap,2,2
Target_212,349,6.221848964691162,4.058051109313965,target-swap,2,2
Target_216,1957,6.97469425201416,4.382582664489746,target-swap,2,2
Target_58,1734,5.0,5.96481466293335,target-swap,2,2
Target_93,1567,5.397940158843994,5.149024486541748,target-swap,2,2
Target_243,1285,4.12493896484375,4.69720458984375,target-swap,2,2
Target_346,2450,6.1348958015441895,5.904689311981201,target-swap,2,2
Target_57,1958,7.036211967468262,7.38814640045166,target-swap,2,2
Target_336,2381,5.958607196807861,5.712500095367432,target-swap,2,2
Target_357,2270,8.008773803710938,5.609318733215332,target-swap,2,2
Target_411,2403,5.522878646850586,8.951971054077148,target-swap,2,2
Target_193,1316,3.795880079269409,5.836820602416992,target-swap,2,2
Target_334,1057,4.79587984085083,5.2074079513549805,target-swap,2,2
Target_395,1777,6.096909999847412,5.524295330047607,target-swap,2,2
Target_175,1039,5.677780628204346,4.9438066482543945,target-swap,2,2
Target_378,785,5.301030158996582,5.475566864013672,target-swap,2,2
Target_218,1850,5.853871822357178,3.612482786178589,target-swap,2,2
Target_158,243,6.829738140106201,7.0693769454956055,target-swap,2,2
Target_158,717,2.4067139625549316,3.8033392429351807,target-swap,2,2
Target_432,1183,4.853871822357178,5.236150741577148,target-swap,2,2
Target_212,636,3.4225082397460938,3.1595025062561035,target-swap,2,2
Target_411,2407,2.3098039627075195,4.566810131072998,target-swap,2,2
Target_212,116,4.744727611541748,4.825000286102295,target-swap,2,2
Target_282,386,7.096909999847412,4.413789749145508,target-swap,2,2
Target_158,2060,5.539102077484131,6.28722620010376,target-swap,2,2
Target_226,2251,5.091515064239502,4.4422197341918945,target-swap,2,2
Target_182,1007,5.086185932159424,5.336968421936035,target-swap,2,2
Target_434,899,3.4814860820770264,3.0892720222473145,target-swap,2,2
Target_155,945,3.522878646850586,4.766411304473877,target-swap,2,2
Target_96,1947,6.3565473556518555,7.904295921325684,target-swap,2,2
Target_442,2385,5.847711563110352,7.121764183044434,target-swap,2,2
Target_172,1736,5.0,7.068853378295898,target-swap,2,2
Target_307,742,6.79587984085083,9.019489288330078,target-swap,2,2
Target_334,1134,7.148741722106934,6.081459045410156,target-swap,2,2
Target_212,699,3.913640260696411,4.110904693603516,target-swap,2,2
Target_161,935,5.096909999847412,5.566378593444824,target-swap,2,2
Target_83,219,5.070580959320068,5.077629566192627,target-swap,2,2
Target_384,1575,4.259637355804443,5.3717803955078125,target-swap,2,2
Target_445,284,8.42021656036377,6.405512809753418,target-swap,2,2
Target_146,901,5.4685211181640625,5.072475433349609,target-swap,2,2
Target_212,140,3.673664093017578,4.503772735595703,target-swap,2,2
Target_346,816,5.565750598907471,5.256112098693848,target-swap,2,2
Target_212,132,3.962573528289795,4.5121870040893555,target-swap,2,2
Target_212,148,3.5783960819244385,4.562655448913574,target-swap,2,2
Target_182,1012,4.95078182220459,4.938154697418213,target-swap,2,2
Target_212,134,3.6861326694488525,4.347882270812988,target-swap,2,2
Target_182,1010,5.659555912017822,5.157872676849365,target-swap,2,2
Target_158,1784,5.0,4.672352313995361,target-swap,2,2
Target_260,968,3.804100275039673,4.891831874847412,target-swap,2,2
Target_72,2044,4.698969841003418,5.027841567993164,target-swap,2,2
Target_78,1355,5.638272285461426,6.911846160888672,target-swap,2,2
Target_30,305,5.301030158996582,5.694245338439941,target-swap,2,2
Target_212,119,3.7695510387420654,3.8028056621551514,target-swap,2,2
Target_225,1588,5.522878646850586,5.391441345214844,target-swap,2,2
Target_357,2267,8.705533981323242,5.058193206787109,target-swap,2,2
Target_287,293,8.0,6.517387390136719,target-swap,2,2
Target_411,1020,5.698969841003418,6.453742980957031,target-swap,2,2
Target_166,912,4.79587984085083,6.360522270202637,target-swap,2,2
Target_212,691,3.2403321266174316,3.4691734313964844,target-swap,2,2
Target_397,1108,3.698970079421997,4.581787586212158,target-swap,2,2
Target_225,1594,4.4685211181640625,4.828220367431641,target-swap,2,2
Target_75,1219,5.337242126464844,5.453573703765869,target-swap,2,2
Target_55,862,6.187086582183838,5.112729072570801,target-swap,2,2
Target_311,98,7.06048059463501,7.930818557739258,target-swap,2,2
Target_227,1259,3.895512819290161,6.152749538421631,target-swap,2,2
Target_212,107,4.823908805847168,2.8755502700805664,target-swap,2,2
Target_212,2358,3.3555614948272705,3.1751058101654053,target-swap,2,2
Target_212,620,4.619788646697998,4.312661647796631,target-swap,2,2
Target_225,1591,4.853871822357178,4.7741522789001465,target-swap,2,2
Target_311,99,4.705533981323242,8.086546897888184,target-swap,2,2
Target_78,1372,6.0,5.719940662384033,target-swap,2,2
Target_287,201,6.782516002655029,6.158024311065674,target-swap,2,2
Target_394,2133,5.92081880569458,5.347641944885254,target-swap,2,2
Target_163,1881,6.7695512771606445,7.338408946990967,target-swap,2,2
Target_382,1171,8.214670181274414,4.5827317237854,target-swap,2,2
Target_212,700,3.614393711090088,2.862276554107666,target-swap,2,2
Target_390,1386,4.79587984085083,5.075417518615723,target-swap,2,2
Target_271,2419,7.221848964691162,7.331762313842773,target-swap,2,2
Target_308,2466,5.477816581726074,7.16968297958374,target-swap,2,2
Target_71,1035,4.744727611541748,4.845171928405762,target-swap,2,2
Target_390,1389,4.723538398742676,5.208590507507324,target-swap,2,2
Target_146,2497,4.92081880569458,4.94912052154541,target-swap,2,2
Target_4,1410,4.323306560516357,4.417902946472168,target-swap,2,2
Target_382,1169,8.0,5.985512733459473,target-swap,2,2
Target_212,2356,3.2564902305603027,3.0436177253723145,target-swap,2,2
Target_387,2120,5.79587984085083,7.477337837219238,target-swap,2,2
Target_147,832,4.602059841156006,3.357789993286133,target-swap,2,2
Target_30,1240,5.744727611541748,4.419638633728027,target-swap,2,2
Target_4,1419,2.50307035446167,4.800691604614258,target-swap,2,2
Target_177,770,7.301030158996582,5.989352703094482,target-swap,2,2
Target_226,2250,5.026872158050537,5.308653831481934,target-swap,2,2
Target_447,1178,0.15490196645259857,5.442782402038574,target-swap,2,2
Target_158,1780,4.677780628204346,6.124123573303223,target-swap,2,2
Target_375,1065,5.823908805847168,5.167259216308594,target-swap,2,2
Target_334,954,6.638272285461426,5.827507495880127,target-swap,2,2
Target_417,1227,5.455932140350342,4.74808406829834,target-swap,2,2
Target_262,1117,7.3098039627075195,7.435619354248047,target-swap,2,2
Target_287,196,5.732828140258789,6.10400915145874,target-swap,2,2
Target_357,2266,9.24184513092041,6.556700706481934,target-swap,2,2
Target_103,2116,5.259637355804443,4.122402191162109,target-swap,2,2
Target_183,1865,6.15490198135376,4.588032245635986,target-swap,2,2
Target_150,1911,6.552842140197754,5.928198337554932,target-swap,2,2
Target_403,2441,6.585026741027832,5.474360942840576,target-swap,2,2
Target_348,2455,5.729787349700928,6.209770202636719,target-swap,2,2
Target_183,1859,6.431798458099365,4.819643974304199,target-swap,2,2
Target_212,329,6.15490198135376,2.316110134124756,target-swap,2,2
Target_212,371,5.28399658203125,3.529085397720337,target-swap,2,2
Target_212,336,7.0,2.090505838394165,target-swap,2,2
Target_212,677,3.744727611541748,4.70560884475708,target-swap,2,2
Target_218,1849,6.481485843658447,6.156832218170166,target-swap,2,2
Target_90,830,5.522878646850586,5.4140496253967285,target-swap,2,2
Target_453,1611,4.838632106781006,4.007928371429443,target-swap,2,2
Target_158,234,5.812479496002197,5.580901145935059,target-swap,2,2
Target_260,962,4.958607196807861,4.7442708015441895,target-swap,2,2
Target_212,662,3.0,3.127995014190674,target-swap,2,2
Target_182,1014,4.92081880569458,4.993612289428711,target-swap,2,2
Target_146,2413,4.958607196807861,4.237619400024414,target-swap,2,2
Target_447,1173,5.4685211181640625,5.870656967163086,target-swap,2,2
Target_90,829,5.0,5.530618190765381,target-swap,2,2
Target_390,1395,4.647817611694336,5.052346229553223,target-swap,2,2
Target_412,1053,4.677780628204346,6.449886322021484,target-swap,2,2
Target_183,1868,5.267606258392334,4.386699676513672,target-swap,2,2
Target_345,1582,4.455932140350342,6.585756301879883,target-swap,2,2
Target_212,373,5.408935546875,3.205960273742676,target-swap,2,2
Target_323,2076,5.340083599090576,5.591540336608887,target-swap,2,2
Target_406,2149,5.638272285461426,7.530633449554443,target-swap,2,2
Target_158,250,7.721246242523193,6.464025020599365,target-swap,2,2
Target_177,1207,7.15490198135376,6.062150001525879,target-swap,2,2
Target_212,166,4.910094738006592,1.993777871131897,target-swap,2,2
Target_125,2127,5.070580959320068,4.832710266113281,target-swap,2,2
Target_76,1066,4.301030158996582,5.545547962188721,target-swap,2,2
Target_4,1413,4.476253509521484,4.450634479522705,target-swap,2,2
Target_324,1505,5.229147911071777,3.186816692352295,target-swap,2,2
Target_150,1917,6.346787452697754,6.215791702270508,target-swap,2,2
Target_360,1215,6.903090000152588,4.746604919433594,target-swap,2,2
Target_282,387,5.301030158996582,4.888011932373047,target-swap,2,2
Target_269,2432,6.823908805847168,4.18107271194458,target-swap,2,2
Target_90,828,4.096909999847412,4.3857574462890625,target-swap,2,2
Target_204,1772,7.221848964691162,6.667691230773926,target-swap,2,2
Target_395,1776,5.522878646850586,6.633433818817139,target-swap,2,2
Target_383,749,4.522878646850586,5.698688983917236,target-swap,2,2
Target_90,2219,5.958607196807861,5.284217834472656,target-swap,2,2
Target_72,223,4.698969841003418,4.816478252410889,target-swap,2,2
Target_343,1249,3.795880079269409,5.832757472991943,target-swap,2,2
Target_150,1324,6.3565473556518555,5.208431243896484,target-swap,2,2
Target_271,2420,7.045757293701172,7.352886199951172,target-swap,2,2
Target_78,1331,6.15490198135376,6.977865219116211,target-swap,2,2
Target_30,850,3.124938726425171,4.638319969177246,target-swap,2,2
Target_212,669,3.0,3.1650643348693848,target-swap,2,2
Target_282,399,5.886056423187256,4.5228753089904785,target-swap,2,2
Target_212,369,7.0,3.481010675430298,target-swap,2,2
Target_127,2382,4.397940158843994,7.176592826843262,target-swap,2,2
Target_212,326,6.221848964691162,2.793515205383301,target-swap,2,2
Target_241,1950,6.251811981201172,5.803352355957031,target-swap,2,2
Target_147,840,5.744727611541748,4.339696884155273,target-swap,2,2
Target_212,155,3.403402805328369,4.533818244934082,target-swap,2,2
Target_260,955,6.327902317047119,6.038629531860352,target-swap,2,2
Target_212,112,3.585026741027832,3.26405930519104,target-swap,2,2
Target_335,2185,5.3665313720703125,6.010339736938477,target-swap,2,2
Target_166,910,3.0,3.471545457839966,target-swap,2,2
Target_405,1109,7.065501689910889,4.829315185546875,target-swap,2,2
Target_90,2215,4.823908805847168,5.682400226593018,target-swap,2,2
Target_230,1821,7.698969841003418,6.813787460327148,target-swap,2,2
Target_390,1405,3.1687703132629395,5.6399102210998535,target-swap,2,2
Target_212,670,3.2306227684020996,3.802128791809082,target-swap,2,2
Target_227,1257,3.7999706268310547,6.093225955963135,target-swap,2,2
Target_70,1202,4.086185932159424,6.664933681488037,target-swap,2,2
Target_432,1519,4.78515625,5.310571670532227,target-swap,2,2
Target_259,1157,8.12493896484375,4.687255859375,target-swap,2,2
Target_392,930,4.522878646850586,5.956637859344482,target-swap,2,2
Target_345,1585,3.995678663253784,5.531149387359619,target-swap,2,2
Target_212,671,3.3575353622436523,4.268477916717529,target-swap,2,2
Target_260,1005,4.045757293701172,3.3417305946350098,target-swap,2,2
Target_208,2426,7.0,5.367873668670654,target-swap,2,2
Target_389,1733,6.473660945892334,5.437160015106201,target-swap,2,2
Target_433,406,3.1186153888702393,3.768265962600708,target-swap,2,2
Target_406,2151,5.481485843658447,7.607540607452393,target-swap,2,2
Target_227,1255,4.296708583831787,3.6345739364624023,target-swap,2,2
Target_447,1176,5.744727611541748,6.146895408630371,target-swap,2,2
Target_432,1180,5.0,4.280195713043213,target-swap,2,2
Target_70,1187,4.823908805847168,6.349358558654785,target-swap,2,2
Target_90,2222,5.2924299240112305,4.759456157684326,target-swap,2,2
Target_182,1009,3.7235381603240967,5.168738842010498,target-swap,2,2
Target_150,1906,6.130768299102783,5.8403825759887695,target-swap,2,2
Target_432,1522,5.318758964538574,4.34511137008667,target-swap,2,2
Target_183,1845,5.552842140197754,4.704347133636475,target-swap,2,2
Target_73,1279,5.187086582183838,6.925043106079102,target-swap,2,2
Target_6,320,7.0,7.44007682800293,target-swap,2,2
Target_158,2055,5.473660945892334,6.1465983390808105,target-swap,2,2
Target_260,956,6.481485843658447,5.775827407836914,target-swap,2,2
Target_2,2131,6.290729999542236,6.373708724975586,target-swap,2,2
Target_145,96,-0.4771212637424469,4.19131326675415,target-swap,2,2
Target_405,1114,7.647817611694336,5.930869102478027,target-swap,2,2
Target_146,2501,5.744727611541748,5.439260482788086,target-swap,3,2
Target_268,1816,8.690369606018066,6.478688716888428,target-swap,3,2
Target_260,963,5.853871822357178,4.541103363037109,target-swap,3,2
Target_212,359,5.853871822357178,1.3082475662231445,target-swap,3,2
Target_411,1017,5.022276401519775,6.168521404266357,target-swap,3,2
Target_382,1172,7.0,5.782055854797363,target-swap,3,2
Target_158,265,2.301029920578003,2.730759620666504,target-swap,3,2
Target_196,873,6.113509178161621,4.2598958015441895,target-swap,3,2
Target_212,376,5.568636417388916,4.382465362548828,target-swap,3,2
Target_341,1042,5.031517028808594,5.268144130706787,target-swap,3,2
Target_407,2089,5.511449337005615,5.1086931228637695,target-swap,3,2
Target_163,1882,6.677780628204346,6.211180210113525,target-swap,3,2
Target_183,1867,5.387216091156006,4.853175163269043,target-swap,3,2
Target_68,1199,5.07572078704834,5.701655864715576,target-swap,3,2
Target_446,1894,3.823908805847168,5.241953372955322,target-swap,3,2
Target_185,2485,5.200659275054932,5.1311354637146,target-swap,3,2
Target_442,2387,6.537601947784424,5.760542869567871,target-swap,3,2
Target_158,1783,4.886056423187256,4.303833484649658,target-swap,3,2
Target_218,1854,5.638272285461426,5.472043514251709,target-swap,3,2
Target_181,1800,4.0,5.064452171325684,target-swap,3,2
Target_208,2424,6.886056423187256,6.432743072509766,target-swap,3,2
Target_20,389,4.0,5.181224346160889,target-swap,3,2
Target_308,2469,5.904830455780029,7.512316703796387,target-swap,3,2
Target_390,1392,4.79587984085083,5.74931001663208,target-swap,3,2
Target_212,367,1.787812352180481,5.175120830535889,target-swap,3,2
Target_182,1006,5.494850158691406,5.821711540222168,target-swap,3,2
